,train_netrmse,test_rmse,test_mape,train_rmse,val_rmse,train_mape,val_mape,train_diff,val_diff,DropoutProp,activationFunction,batchSize,epochSize,exec_time,hiddenLayers,hiddenNodes,l1Penalty,learningRate,loss,optimizer,standardizationType,status,timeWindow,useHoliday,useWeekday,weightInit
10799,0.129709222028,15253.9674599,0.179206701589,8731.24079869,11897.0173106,0.081833287134,0.106436059919,-0.00237212680327,-0.036338651554,0.013101742828,sigmoid,40,30,143.378118038,1,290,4.90146438322e-08,0.00123269306431,11897.0173106,adam,zscore,ok,47,False,True,normal
5662,0.130277721172,15171.5061748,0.17817951349,8797.83528036,11897.2227917,0.0824765271968,0.106841198761,-0.00361487899496,-0.0352828137327,0.00998721445195,sigmoid,45,30,257.691240072,1,295,2.80813815527e-08,0.00117002116641,11897.2227917,adam,zscore,ok,68,False,True,normal
7297,0.110018508615,15114.4343929,0.178970632725,7727.33448707,11897.4153737,0.073720450408,0.108300764411,-0.00456132956683,-0.0343358609536,0.0148863002721,sigmoid,34,30,169.687026024,1,295,3.68725611937e-08,0.00215751531048,11897.4153737,adam,zscore,ok,56,False,True,lecun_uniform
3192,0.00420478737262,14958.5864259,0.17890457074,10759.5896702,11897.5620478,0.0975399573549,0.110312892062,0.0296516419868,-0.0142684779691,0.0149696405285,sigmoid,20,20,76.8611869812,1,240,1.01830522707e-08,0.00600947050352,11897.5620478,adam,minmax,ok,31,False,True,normal
1650,0.120192442725,15220.6581786,0.17787523758,7988.71682415,11897.5644665,0.0759089726517,0.106411041884,-0.0101727686011,-0.0389587500823,0.0246271710292,sigmoid,20,35,229.608206034,1,210,4.13961385156e-08,0.00246008101936,11897.5644665,adam,zscore,ok,55,True,True,glorot_normal
4855,0.118383523187,15239.7261612,0.178016636563,8306.0048619,11897.6627186,0.0778373367332,0.106547446288,-0.00885037141649,-0.0387945295368,0.00489630551185,sigmoid,33,32,264.419854879,1,270,6.58082179232e-08,0.00196160976015,11897.6627186,adam,zscore,ok,65,False,True,normal
7960,0.14246642585,15062.021445,0.178262063214,9119.43447937,11897.6934232,0.0857666424138,0.107377508625,0.00294787871434,-0.0307333278079,0.0115713936468,sigmoid,35,28,152.316384077,1,285,1.62858104341e-07,0.0012382371605,11897.6934232,adam,zscore,ok,54,False,True,zero
10259,0.115047545876,15219.9470787,0.177112218434,7965.48853919,11897.877797,0.0757588105759,0.10738996979,-0.00567846612448,-0.0356721097654,0.0213774807561,sigmoid,36,31,129.415645838,1,285,3.11745715527e-08,0.0037141157211,11897.877797,adam,zscore,ok,29,False,True,normal
1019,0.117786341496,14919.5161217,0.177662868248,8265.11319456,11898.1091436,0.0798381498744,0.108760710377,0.00605033148309,-0.0267077019735,0.0030319914289,sigmoid,56,34,170.745391846,1,95,2.43603452527e-08,0.00747735660802,11898.1091436,adam,zscore,ok,244,True,True,glorot_uniform
8631,0.11990802411,15332.1913106,0.178479428054,8264.177306,11898.13689,0.0779434638165,0.106324182559,-0.00939364230899,-0.0402480066101,0.0147326647407,sigmoid,38,29,138.289867878,1,295,5.2867704997e-08,0.00215689690699,11898.13689,adam,zscore,ok,38,False,True,normal
2850,0.148273919656,14929.3217687,0.178608269163,8945.70578619,11898.2540888,0.0841123153865,0.109488057436,0.00231474625862,-0.0246139109487,0.0258973182524,relu,8,25,224.322736979,1,255,2.2348129342e-07,0.00266111319855,11898.2540888,adam,zscore,ok,24,True,True,normal
10611,0.128075139234,15263.7084583,0.177347115033,8519.01283578,11898.3095737,0.0800417465306,0.105990611512,-0.00438121880088,-0.0373881551678,0.00838664977406,sigmoid,33,31,150.404936075,1,300,6.61993429208e-08,0.00130614320097,11898.3095737,adam,zscore,ok,33,False,True,normal
4113,0.116272128293,15163.1957217,0.176484008792,8177.29121345,11898.5240753,0.0768486091457,0.104908461323,-0.00536488460729,-0.0376456354667,0.0111769150291,sigmoid,23,31,152.043919086,1,245,4.20340457913e-08,0.00209061659472,11898.5240753,adam,zscore,ok,50,True,True,normal
4431,0.119840189905,15054.0162661,0.173693225259,8063.41777513,11898.5249876,0.0759251550495,0.105600225271,-0.00513016651449,-0.0365556061783,0.00626260980943,sigmoid,36,27,118.520132065,1,280,8.92322230553e-08,0.00348102168845,11898.5249876,adam,zscore,ok,35,True,True,normal
2637,0.150026437107,15086.0427655,0.177495607834,8826.9186832,11898.6140517,0.0835340296668,0.106482081007,0.00149092194733,-0.0335600400526,0.015814074538,sigmoid,44,28,102.011883974,1,285,7.56613089544e-07,0.00139318131703,11898.6140517,adam,zscore,ok,24,True,True,normal
5482,0.127997354067,15163.012083,0.178031700556,8557.28745378,11898.6229005,0.0803961706186,0.10628626878,-0.00471178969567,-0.0370445631424,0.00873407025364,sigmoid,52,27,176.331214905,1,300,1.02157995108e-07,0.00210225265781,11898.6229005,adam,zscore,ok,78,False,True,normal
2568,0.12940417246,15145.0448484,0.177994391672,8590.45574167,11898.6692246,0.0812585470723,0.106901432975,-0.00171176811245,-0.0359135538146,0.0135120003104,sigmoid,39,23,86.1450331211,1,210,6.54081066327e-08,0.00231833575341,11898.6692246,adam,zscore,ok,45,True,True,glorot_normal
8813,0.123187831028,15122.3208405,0.178147952345,8435.12865592,11898.792917,0.0799543340141,0.107279376522,-0.00721686215958,-0.037996903544,0.0180841704539,sigmoid,35,29,132.361932993,1,295,3.72065591328e-08,0.00157291391368,11898.792917,adam,zscore,ok,34,False,True,glorot_normal
2437,0.0946566088398,14805.4094862,0.17732939772,7245.56014508,11898.8821251,0.0704863609304,0.110258923018,0.0033596163631,-0.0241678434437,0.00214023196991,sigmoid,15,35,310.318897009,1,295,2.9994519813e-08,0.002981861457,11898.8821251,adam,zscore,ok,36,True,True,lecun_uniform
2492,0.108959665416,15104.014687,0.177490322484,7760.00570745,11899.0665046,0.0733568547086,0.1082754192,0.00130463362181,-0.0281165025494,0.00179851226494,sigmoid,22,36,141.18862009,1,255,2.32434275348e-08,0.00579150602115,11899.0665046,adam,zscore,ok,24,True,True,normal
5221,0.11246881107,14977.7646207,0.175115719674,7890.14367423,11899.0668434,0.0744388295737,0.106283596864,-0.00512024900697,-0.0341582463801,0.00555507028294,sigmoid,51,29,174.776046991,1,300,3.23099025648e-08,0.00534646624927,11899.0668434,adam,zscore,ok,38,False,True,normal
5901,0.116119529689,14429.0452508,0.181076081434,7809.35235446,11899.1786197,0.0749428466799,0.111326535373,0.0042666071097,-0.0192922498679,0.00947615719025,relu,36,29,213.108476877,1,285,5.67657416855e-07,0.00252295291556,11899.1786197,adam,zscore,ok,54,False,True,normal
7562,0.129644748384,15128.4868772,0.176073057143,8679.4079634,11899.3050361,0.081294205847,0.105792039105,-0.00554791673397,-0.0365095786586,0.0140815838259,sigmoid,29,29,239.661926985,1,300,7.34903037063e-08,0.00111788154817,11899.3050361,adam,zscore,ok,54,False,True,normal
4498,0.112890573839,15020.1777899,0.176763755328,8010.81110931,11899.4228492,0.0758070168683,0.108045746217,0.00031371081853,-0.0332619334042,0.00716367094797,sigmoid,41,28,110.091966867,1,295,1.00614280533e-08,0.00631409522279,11899.4228492,adam,zscore,ok,34,True,True,normal
6504,0.136443070454,15209.0066864,0.178541140576,8912.97583714,11899.7591068,0.0838502712197,0.107175874961,-0.0018094337863,-0.0345718771711,0.0114337173668,sigmoid,35,31,182.249038935,1,300,9.13308084987e-08,0.000996256489884,11899.7591068,adam,zscore,ok,52,False,True,normal
7530,0.127451561785,15127.5313209,0.176042091143,8630.84250604,11899.8611722,0.0808052692062,0.10559685504,-0.00624449782769,-0.0370529170969,0.0124491280711,sigmoid,29,29,216.943363905,1,300,5.25458780918e-08,0.00119075554812,11899.8611722,adam,zscore,ok,46,False,True,normal
7497,0.1281891163,15246.4615003,0.177394727979,8520.35266889,11899.9315157,0.0797974284351,0.105711155541,-0.00525647769195,-0.0381597324122,0.0192982469229,sigmoid,31,31,147.428827047,1,300,3.23632559802e-08,0.00129996187992,11899.9315157,adam,zscore,ok,34,False,True,normal
1317,0.124671832426,14820.6584739,0.180040939696,8624.66798491,11899.9756854,0.0810376515149,0.110864721662,0.0117357934759,-0.0187859873633,0.00204143427837,sigmoid,77,37,188.105953932,1,165,9.4438492721e-08,0.0196824736446,11899.9756854,adam,zscore,ok,128,True,True,glorot_uniform
5481,0.103859197405,15226.7324121,0.180883835978,7494.55455364,11900.3486198,0.0726024890388,0.110817611912,-0.00115445794954,-0.0294626523889,0.00735026488794,tanh,44,29,179.024843931,1,300,1.52032806578e-08,0.00205770530063,11900.3486198,adam,zscore,ok,71,False,True,normal
7889,0.127775310652,15253.8317874,0.17635386401,8320.41815607,11900.4333305,0.0780258925977,0.105338064693,-0.00618074170221,-0.03935111612,0.0107591415338,sigmoid,36,31,170.634793997,1,300,1.55089435569e-07,0.0018817514247,11900.4333305,adam,zscore,ok,58,False,True,normal
7965,0.107642198375,15128.9455201,0.182063404755,7537.88267975,11900.68618,0.0735307834624,0.109723769432,1.9630928284e-06,-0.0253769379693,0.0114625138916,tanh,35,31,185.435786963,1,295,7.20776345034e-08,0.00186557617865,11900.68618,adam,zscore,ok,54,False,True,normal
1544,0.119598199838,14816.3115385,0.178286820107,8221.52244135,11900.7379603,0.0794327328963,0.107636434464,0.00387900774569,-0.0291815551707,0.00425122775548,sigmoid,73,32,116.476392031,1,115,1.97469290212e-08,0.014666086679,11900.7379603,adam,zscore,ok,87,True,True,glorot_normal
10351,0.120795625981,15283.2567018,0.176546235143,8189.07182308,11901.0429215,0.0777509865251,0.105913565763,-0.00411427883237,-0.0373768474916,0.0133215015786,sigmoid,32,31,169.012855053,1,300,3.06962414774e-08,0.00163366111876,11901.0429215,adam,zscore,ok,53,False,True,glorot_uniform
1395,0.151974429798,14854.0449469,0.179726900756,9522.9462689,11901.1116114,0.0900575674922,0.110634316749,0.0132258787898,-0.0235906769775,0.0492742784443,sigmoid,36,25,120.400124073,1,175,1.59446592296e-07,0.00127160509493,11901.1116114,adam,zscore,ok,85,True,True,glorot_normal
8007,0.125608376091,15198.8615274,0.178188728964,8467.64759901,11901.1275458,0.0797601256984,0.106669636237,-0.00706214916204,-0.0383588008725,0.010172433396,sigmoid,37,30,153.781723022,1,285,6.97286416644e-08,0.00149561092271,11901.1275458,adam,zscore,ok,53,False,True,normal
1021,0.139628326127,14884.8360591,0.177624935893,8926.70802945,11901.3797382,0.0849305727831,0.10869329048,0.00293138107694,-0.0293409672155,0.003868379597,sigmoid,66,32,116.412548065,1,85,3.43967232376e-07,0.00577259824077,11901.3797382,adam,zscore,ok,186,True,True,zero
9615,0.118634935574,15120.5926238,0.177018963526,8351.81952185,11901.8611823,0.0784108680024,0.106686686322,-0.0088399113966,-0.0379337747901,0.0163140488284,sigmoid,35,30,134.902527094,1,285,2.09376576883e-08,0.002443677754,11901.8611823,adam,zscore,ok,35,False,True,normal
7351,0.114807331935,15072.0562154,0.179341873102,7938.36099128,11902.4012734,0.0769444155848,0.109584340503,0.00219544459187,-0.0306907391034,0.0131232376969,sigmoid,27,30,152.6667099,1,300,4.99905296562e-08,0.00198895227193,11902.4012734,adam,zscore,ok,44,False,True,lecun_uniform
4573,0.116952234379,15076.5491333,0.175796098753,8047.37972191,11902.6760655,0.0757583634424,0.105777811008,-0.0110779186655,-0.0390673638442,0.0073021118603,sigmoid,45,26,110.096979856,1,270,6.68638044219e-08,0.00374733553429,11902.6760655,adam,zscore,ok,40,True,True,normal
10811,0.108845917947,15049.1502902,0.177562128579,7753.48066332,11903.1709555,0.0731751778334,0.107119899259,-0.0104308680059,-0.0376382082842,0.0135426350886,sigmoid,37,30,121.32485795,1,295,2.30016580662e-08,0.00397652645719,11903.1709555,adam,zscore,ok,34,False,True,normal
873,0.121075967892,14999.5087553,0.177738141285,8330.13587072,11903.206954,0.0786842286463,0.106832194313,-0.00536492874435,-0.0353314552794,0.00411101625476,sigmoid,66,39,182.760607958,1,95,8.65756750579e-08,0.00769435819331,11903.206954,adam,zscore,ok,228,True,True,zero
9112,0.128339966729,15258.0081593,0.177749363983,8559.94947444,11903.3912443,0.0802237857609,0.106005548166,-0.00400288600074,-0.0375779398022,0.0166795921502,sigmoid,34,31,172.046744823,1,300,5.73297948828e-08,0.00129095706273,11903.3912443,adam,zscore,ok,49,False,True,normal
8199,0.131966359368,15122.8712077,0.176099473481,8668.12517111,11903.5456905,0.0812339228322,0.105635614023,-0.00500516074528,-0.0369561720198,0.014285347838,sigmoid,32,29,186.883252144,1,300,1.5158690543e-07,0.00117605814956,11903.5456905,adam,zscore,ok,37,False,True,normal
6546,0.132690182842,15227.7734503,0.179388860161,8767.95508375,11904.0113359,0.0824783151691,0.106841919722,-0.00265835893762,-0.0360901935331,0.00934338576695,sigmoid,39,30,154.97090292,1,290,9.7923460808e-08,0.00115524869145,11904.0113359,adam,zscore,ok,55,False,True,normal
3969,0.110750811546,14940.1748184,0.179103264199,7755.70158668,11904.0728484,0.0756681228573,0.109623667768,0.00349876974624,-0.0268799461356,0.0165347826711,sigmoid,35,33,168.734116793,1,260,3.22941049774e-08,0.00519425243145,11904.0728484,adam,zscore,ok,38,True,True,lecun_uniform
6621,0.129601758019,15128.1825546,0.175904024924,8715.20529033,11904.0877826,0.081546919902,0.105744282565,-0.00356415473275,-0.0359197366298,0.0127784878274,sigmoid,35,29,161.204029083,1,300,9.37502657919e-08,0.00143952381166,11904.0877826,adam,zscore,ok,56,False,True,normal
2369,0.107256457339,14741.650501,0.178901540567,7406.15182531,11904.5309476,0.0710001999055,0.10919633734,-0.00733200120108,-0.0288571216774,0.0181378699449,relu,39,39,314.166646004,1,265,2.51299304699e-07,0.00261311052284,11904.5309476,adam,zscore,ok,116,True,True,normal
3924,0.114282785756,14688.3014729,0.181510664326,7907.21112102,11904.5449418,0.0758950661123,0.110477571005,0.00279872410751,-0.0211945437899,0.0179380198621,relu,12,26,114.54735899,1,240,1.0117876706e-08,0.00131247609573,11904.5449418,adam,zscore,ok,24,True,True,normal
4711,0.00399355645996,15142.7156578,0.179835357821,9040.52687144,11904.5821178,0.0865500060242,0.107899191707,0.00780543357093,-0.034637000156,0.0143629092434,sigmoid,40,25,101.064448833,1,250,4.56620751276e-08,0.00468664477148,11904.5821178,adam,minmax,ok,51,True,True,normal
1288,0.108419946318,15080.156083,0.178199069438,7964.69217195,11904.659714,0.0758521084376,0.107657929299,-0.003878752419,-0.031439102431,0.00318801772132,sigmoid,81,34,169.10962081,1,205,1.00833623965e-08,0.00841718662574,11904.659714,adam,zscore,ok,91,True,True,glorot_uniform
7026,0.132494826677,15122.2585405,0.176973084547,8724.70433798,11904.9732111,0.081977586811,0.106649135451,-0.00665957352128,-0.0384924888682,0.0103988431625,sigmoid,32,30,192.307252169,1,290,1.21616982891e-07,0.00107087290557,11904.9732111,adam,zscore,ok,71,False,True,normal
7613,0.120446121048,15163.7348988,0.176471595092,8272.73163657,11904.9806941,0.0777249777973,0.106224741938,-0.00876808626533,-0.0381947818052,0.0116615803603,sigmoid,35,30,118.391845942,1,285,8.43666707076e-08,0.00264848586766,11904.9806941,adam,zscore,ok,34,False,True,normal
10498,0.118396846146,15266.9291622,0.177751139984,8225.09160815,11905.0148127,0.0774833321644,0.106527178276,-0.00952141941457,-0.0417637220705,0.0105926923574,sigmoid,33,31,183.323451996,1,285,3.6792771142e-08,0.00194574496587,11905.0148127,adam,zscore,ok,60,False,True,normal
7704,0.12681723068,15232.4977631,0.178397900951,8462.80964196,11905.0733727,0.0796617460604,0.106566031457,-0.00550532498583,-0.0380416148426,0.0132238415043,sigmoid,36,30,73.3885991573,1,285,8.43962716401e-08,0.00155215349075,11905.0733727,adam,zscore,ok,43,False,True,normal
9917,0.1376782411,15115.4256581,0.182426365179,9216.3611835,11905.3527478,0.0868121568646,0.111050546881,0.0139908647245,-0.0188373475015,0.00892577256212,sigmoid,37,30,184.080829144,1,300,5.56433018722e-08,0.00189208636639,11905.3527478,adam,zscore,ok,37,False,False,glorot_normal
7250,0.129576112802,15302.1143454,0.177671999583,8732.9491254,11905.4672382,0.0819974680932,0.106532452392,-0.00143759282324,-0.0360851569103,0.015596191619,sigmoid,32,31,238.289001942,1,290,4.86861708811e-08,0.00103697605781,11905.4672382,adam,zscore,ok,52,False,True,normal
8825,0.121978049507,15362.0124477,0.177577188195,8359.12601003,11905.4994942,0.0780189321952,0.106069507465,-0.00875436788132,-0.0388354508713,0.0172227784333,sigmoid,33,29,138.616186142,1,280,3.8801815153e-08,0.00181488081559,11905.4994942,adam,zscore,ok,37,False,True,normal
9096,0.116744246357,15330.8000695,0.176288958387,8321.36906144,11905.5027624,0.0772285519361,0.105577499711,-0.00299623510092,-0.035343188133,0.010648749788,sigmoid,33,31,131.269630194,1,290,5.77635880143e-08,0.00219495997025,11905.5027624,adam,zscore,ok,37,False,True,normal
10738,0.12016599268,15231.3542332,0.176437769892,8293.58517746,11905.649723,0.0775339951971,0.106165957295,-0.00769199920485,-0.0386079322284,0.00970070353296,sigmoid,32,28,157.619983912,1,300,3.29571404423e-08,0.00193682188509,11905.649723,adam,zscore,ok,56,False,True,normal
6745,0.118773692598,14658.5287871,0.181365775571,8108.9167429,11905.6879883,0.0784476648152,0.111516895629,0.00326172891389,-0.022764803377,0.00893419210857,relu,35,29,143.251444101,1,290,6.11323583925e-08,0.000893254987702,11905.6879883,adam,zscore,ok,46,False,True,normal
2764,0.134646738084,15174.7943389,0.177795576329,8700.13842462,11905.944636,0.0822217474537,0.106595856645,-0.00277357836007,-0.0358308304431,0.0144209970174,sigmoid,56,26,117.61065197,1,285,1.41319265995e-07,0.0018526189766,11905.944636,adam,zscore,ok,43,True,True,normal
4142,0.110062160779,14965.7559634,0.177436267664,7790.0116127,11906.1686399,0.074226322282,0.107738617861,-0.00972026932745,-0.03501316061,0.015658902718,sigmoid,27,31,150.600420952,1,260,3.89993609304e-08,0.00336680170467,11906.1686399,adam,zscore,ok,54,True,True,normal
6079,0.125898147951,14969.909036,0.175718665385,8389.41152951,11906.5752969,0.0799266499943,0.107608819195,0.00243963068471,-0.0314127962111,0.00580117339925,sigmoid,32,33,274.412899017,1,265,1.72565897352e-07,0.00108898294195,11906.5752969,adam,zscore,ok,72,True,True,lecun_uniform
6182,0.14201631782,14903.7429381,0.177207834352,9324.89005952,11907.0837962,0.08716743934,0.108836309839,1.23707661968e-06,-0.0302985294522,0.00513611023782,sigmoid,37,15,95.5789299011,1,260,1.63583224135e-07,0.00199803628397,11907.0837962,adam,zscore,ok,77,False,True,normal
6793,0.108337170891,14550.8596372,0.178783385097,7801.28635535,11907.0872261,0.074616846649,0.109398432362,0.00149455946895,-0.0234639121058,0.00901619168524,relu,32,29,232.190232992,1,300,6.17991879302e-08,0.00193862611523,11907.0872261,adam,zscore,ok,56,False,True,normal
10866,0.110475290907,15314.522376,0.180875150999,7878.15778123,11907.1472636,0.0755375717418,0.108984459627,0.00151112812473,-0.0291563039431,0.00828179755584,tanh,33,30,120.618452072,1,285,1.72566118978e-08,0.000990252072895,11907.1472636,adam,zscore,ok,29,False,True,normal
10159,0.113786105226,15129.1673133,0.174955113533,7912.51981999,11907.6750825,0.0744448972536,0.105418680644,-0.00887995195776,-0.0363418589763,0.016632068042,sigmoid,33,31,149.371214151,1,300,3.98949300296e-08,0.00313161359734,11907.6750825,adam,zscore,ok,45,False,True,normal
6106,0.142047549222,15220.2520958,0.178696327621,8775.48926971,11907.7186989,0.0827884892747,0.106832459891,-0.00201520486018,-0.0361135649208,0.00567125721378,sigmoid,29,32,289.440245152,1,260,5.74761211708e-07,0.00095935119473,11907.7186989,adam,zscore,ok,82,True,True,normal
2627,0.137951205295,15123.5904461,0.177889931267,8816.55410114,11907.824153,0.0831788247846,0.106566160678,-0.00207831191993,-0.0362726980702,0.0153944358604,sigmoid,40,28,109.35096097,1,285,1.74094937074e-07,0.00111164267271,11907.824153,adam,zscore,ok,29,True,True,normal
7247,0.129970697989,15171.110305,0.178415737603,8687.68514921,11907.8789929,0.0817989450459,0.106921735591,-0.00105206521656,-0.0355577683727,0.0161420757343,sigmoid,34,32,80.7606589794,1,290,5.27134295714e-08,0.00116091089442,11907.8789929,adam,zscore,ok,52,False,True,normal
6982,0.108033409001,15177.1684571,0.180823332715,7773.73847218,11908.243592,0.0746460365333,0.10905411267,0.00550372033063,-0.0260814795171,0.0082461774273,tanh,27,30,188.43835187,1,300,1.47785621141e-07,0.00110908172163,11908.243592,adam,zscore,ok,63,False,True,normal
7542,0.135306321448,15174.3912032,0.178748204455,8912.61113559,11908.2616318,0.0835853405243,0.106719279805,0.000457826604178,-0.034587668202,0.0169016780681,sigmoid,28,30,141.998459101,1,290,5.13239370611e-08,0.000834380327302,11908.2616318,adam,zscore,ok,34,False,True,normal
2090,0.111764073721,15270.1333125,0.179541381091,7795.46498428,11908.2870043,0.0755577317453,0.108665344486,-0.00335337082337,-0.035112416891,0.0254615269122,sigmoid,24,30,307.66170311,1,265,1.24284760139e-08,0.00195815634311,11908.2870043,adam,zscore,ok,84,True,True,lecun_uniform
10178,0.124632809584,15259.7430895,0.176673261575,8339.21349836,11908.3350318,0.078110824112,0.105677565091,-0.00575819572657,-0.039015288299,0.0139464448476,sigmoid,36,31,147.306267977,1,300,3.90903068883e-08,0.0020154292895,11908.3350318,adam,zscore,ok,44,False,True,normal
835,0.122101546095,15032.1769527,0.180375174538,8451.847132,11908.4100304,0.0799636030803,0.108928870839,0.00570816081801,-0.0261653150679,0.00130782753561,sigmoid,54,39,302.574938059,1,145,5.44863264758e-08,0.0101589249112,11908.4100304,adam,zscore,ok,213,True,True,glorot_uniform
10122,0.127323107794,15155.6068763,0.178271702625,8629.27583221,11908.4204482,0.0809525029092,0.107250789298,-0.00642299539962,-0.0383386942415,0.00876503321092,sigmoid,41,30,121.262870073,1,295,3.90380864815e-08,0.00133876111978,11908.4204482,adam,zscore,ok,38,False,True,normal
6704,0.136191709694,15145.2222109,0.1765276027,8856.85688767,11908.552996,0.083142771619,0.106309864621,-0.00370976803836,-0.0360332681115,0.00923916688495,sigmoid,30,29,248.147002935,1,300,1.46970343449e-07,0.000885179989049,11908.552996,adam,zscore,ok,57,False,True,normal
1031,0.138651793425,14769.9866561,0.17912140617,9216.80884502,11908.5669778,0.087816984191,0.110117334565,0.00788608626646,-0.0253183292121,0.00348541533658,sigmoid,66,34,193.802295923,1,130,4.48627246448e-08,0.00184110586524,11908.5669778,adam,zscore,ok,201,True,True,glorot_uniform
1607,0.124620389978,15117.7366031,0.176568015519,8660.53889022,11909.1384988,0.0816029428394,0.106839690831,-0.00167837233257,-0.0351199938199,0.00403974103685,sigmoid,35,29,107.955289125,1,145,1.0055984263e-08,0.00274979984685,11909.1384988,adam,zscore,ok,75,True,True,glorot_uniform
5452,0.131924690484,15134.0925785,0.178170375077,8806.67018131,11909.6581746,0.0832806772965,0.106754596473,-0.00159494234712,-0.0347497644899,0.00796710717385,sigmoid,47,27,263.907909155,1,285,1.27527942636e-08,0.00132011931323,11909.6581746,adam,zscore,ok,86,False,True,normal
10109,0.121208332282,15234.8269452,0.176884094526,8339.78609371,11909.7591261,0.0784932527389,0.106408265899,-0.0105940506498,-0.0417586026406,0.0185833388487,sigmoid,34,31,134.200958967,1,285,4.1979081159e-08,0.00184163279208,11909.7591261,adam,zscore,ok,37,False,True,normal
7380,0.106234837596,14598.6207425,0.178127093055,7550.43196556,11909.9872165,0.0722081897989,0.109414762923,-0.00227928460401,-0.0252850612445,0.0128294131774,relu,32,29,197.295523882,1,285,7.43659738118e-08,0.00171444380522,11909.9872165,adam,zscore,ok,43,False,True,normal
2945,0.110486353316,14747.1204787,0.17622876633,7932.35173058,11910.0909919,0.0754914164945,0.108313205568,-0.0031919734525,-0.0266551884159,0.0234523303359,sigmoid,15,39,165.073472977,1,235,1.57566287223e-08,0.00375846797581,11910.0909919,adam,zscore,ok,31,True,True,normal
5094,0.141011705575,14995.0720575,0.176403954204,9060.13324275,11910.3615964,0.085459975397,0.107453639597,0.000140458229458,-0.032070815016,0.0471812002975,sigmoid,35,26,236.729872942,1,270,5.15226447264e-08,0.0011650936052,11910.3615964,adam,zscore,ok,73,True,True,normal
9429,0.111186554337,15049.3179323,0.176654960071,7710.4999037,11910.5915233,0.0744539148744,0.107699675069,0.000466194249991,-0.0307774964419,0.0244407003932,sigmoid,40,29,102.650096893,1,300,2.83824394847e-08,0.00356400694239,11910.5915233,adam,zscore,ok,24,False,True,lecun_uniform
1027,0.116192117744,15010.4890873,0.175685223383,8113.61005433,11910.6936418,0.0767731950611,0.107095983153,-0.00492507596359,-0.0343789669749,0.00231648675006,sigmoid,54,32,331.400454044,1,175,9.3179233132e-08,0.00707228910091,11910.6936418,adam,zscore,ok,217,True,True,glorot_uniform
7141,0.129665280397,15286.8163422,0.17803163342,8633.12480765,11910.8427122,0.0807435751057,0.106183518736,-0.00507174912399,-0.0379390253615,0.0166153653591,sigmoid,30,31,250.736881971,1,300,4.10400795827e-08,0.00111853158937,11910.8427122,adam,zscore,ok,54,False,True,normal
6282,0.112207043507,15234.8888905,0.177767320006,7854.34270101,11910.8754921,0.0739908673699,0.106925950131,-0.00701137905743,-0.0359718010654,0.00910782265535,sigmoid,30,32,174.848304033,1,295,8.59362645812e-08,0.00298185266989,11910.8754921,adam,zscore,ok,53,False,True,normal
4995,0.110066628394,14935.5169474,0.177313747637,7779.31500626,11911.1479663,0.0740032053016,0.107439420938,-0.00394359518685,-0.0316554416146,0.00597911732954,sigmoid,41,31,105.729353189,1,275,2.01548026679e-08,0.00602846028199,11911.1479663,adam,zscore,ok,30,False,True,normal
6609,0.136222843444,15082.7263279,0.178284664959,8908.17455083,11911.2548982,0.0836301277109,0.107537310391,-0.00188090667695,-0.0357698234489,0.0121514601337,sigmoid,34,30,147.772502899,1,295,1.00976842232e-07,0.000844463526841,11911.2548982,adam,zscore,ok,48,False,True,normal
1625,0.122577619406,14801.1555212,0.177016671212,8308.29765164,11911.3746887,0.0791189098118,0.107845098894,-0.00289645921221,-0.03126964075,0.0062612106808,sigmoid,43,30,79.5832600594,1,125,1.63221212375e-08,0.00752193695696,11911.3746887,adam,zscore,ok,58,True,True,zero
10348,0.127536840737,15195.5611827,0.176444183025,8592.27084335,11911.7197853,0.0809050224113,0.10586696245,-0.00287961409969,-0.0363824277387,0.0157506067794,sigmoid,41,29,154.16685009,1,300,3.55643385828e-08,0.001324412715,11911.7197853,adam,zscore,ok,59,False,True,glorot_normal
6022,0.11010659649,14790.8837747,0.177020537928,8019.92997357,11911.927032,0.0747239646397,0.107652523062,-0.00578092102419,-0.0313547034819,0.00519286084212,sigmoid,44,31,175.0136621,1,260,7.68415091409e-08,0.00657299013799,11911.927032,adam,zscore,ok,79,True,True,normal
3370,0.00369138740253,14938.6008697,0.17377937441,9022.21927625,11912.0053399,0.0857761918261,0.106216781535,0.00624898827372,-0.0348071544484,0.0146709673545,sigmoid,30,29,80.8609080315,1,230,1.86114650714e-08,0.00277713487957,11912.0053399,adam,minmax,ok,24,True,True,normal
9695,0.143331515095,15129.8155337,0.179650629591,9207.03188624,11912.0225098,0.0862892441662,0.108448479321,0.000261113554919,-0.0341972487117,0.0217761511959,sigmoid,35,14,75.761190176,1,300,2.6871777105e-08,0.00212969014747,11912.0225098,adam,zscore,ok,31,False,True,normal
3385,0.00373070134509,15008.5357142,0.174035673091,8888.11141137,11912.1172326,0.0844083505269,0.106102405814,0.0025832902015,-0.0329687625244,0.00844678094899,sigmoid,16,32,209.991446972,1,255,2.9078720533e-08,0.00167276709144,11912.1172326,adam,minmax,ok,38,False,True,normal
2171,0.119007281451,15355.6880207,0.180166183974,8017.79518751,11912.1348273,0.0770708377431,0.109160456277,0.0015074508409,-0.0280241071564,0.0279731269639,tanh,42,26,248.849905968,1,275,1.30233332465e-07,0.0013437915257,11912.1348273,adam,zscore,ok,82,False,True,normal
