,train_netrmse,test_rmse,test_mape,train_rmse,val_rmse,train_mape,val_mape,train_diff,val_diff,DropoutProp,activationFunction,batchSize,epochSize,exec_time,hiddenLayers,hiddenNodes,l1Penalty,learningRate,loss,optimizer,standardizationType,status,timeWindow,useHoliday,useWeekday,weightInit
9055,0.119698505091,14828.6464905,0.17412169021,8271.56669696,11630.5658125,0.0780749311832,0.104100808816,-0.00347536373263,-0.0327736253551,0.0120184819146,sigmoid,32,29,155.918697119,1,300,4.94017490313e-08,0.00192054622797,11630.5658125,adam,zscore,ok,42,False,True,normal
8660,0.118480683532,15038.5829193,0.177248148778,8175.28990657,11630.5722166,0.0777811425348,0.105682118762,-0.00471082354013,-0.0350157701813,0.011581816181,sigmoid,37,29,152.405730009,1,295,6.13147327711e-08,0.00215387416603,11630.5722166,adam,zscore,ok,41,False,True,normal
4686,0.124960537614,14658.583348,0.173553521511,8336.33626861,11630.651707,0.0786332585016,0.104946719764,-0.0031844080016,-0.0338720324423,0.0203772639077,sigmoid,33,23,109.515678883,1,245,1.2958752195e-08,0.00276320367328,11630.651707,adam,zscore,ok,59,True,True,normal
10690,0.127502699539,14960.4751733,0.177745178286,8581.81109851,11630.8578679,0.0815136480596,0.106311210094,0.000435555315573,-0.0314193945282,0.0100667511012,sigmoid,33,29,184.844733953,1,300,2.84950119692e-08,0.00126430661232,11630.8578679,adam,zscore,ok,64,False,True,normal
5996,0.122881382106,15032.4474428,0.17631358714,8463.86869677,11630.9322275,0.0793279995652,0.105260726853,-0.000464112749317,-0.0331276328,0.00756090000512,sigmoid,29,28,101.649116039,1,250,8.28484432056e-08,0.00198466582873,11630.9322275,adam,zscore,ok,36,False,True,normal
2621,0.121887064864,14832.3137723,0.175964195823,8495.6203675,11631.1542145,0.080269014994,0.105904511999,-0.00273216788994,-0.0312692244268,0.0159702649544,sigmoid,56,25,56.4593961239,1,230,2.86791075372e-08,0.00356371604229,11631.1542145,adam,zscore,ok,24,True,True,glorot_normal
6998,0.122099849903,14923.4684671,0.175811444126,8259.3287954,11631.2260141,0.0778263727447,0.105399985106,-0.00444365380627,-0.0339296872719,0.0104694018164,sigmoid,28,30,87.394119978,1,295,1.03939718925e-07,0.00162373079663,11631.2260141,adam,zscore,ok,55,False,True,normal
2456,0.00353974347098,14696.7579627,0.175263386081,8799.10763041,11631.462383,0.0846337293578,0.106861106449,0.0135017264921,-0.0278882221734,0.00185064298796,sigmoid,29,36,188.160658121,1,270,3.14650636882e-08,0.0022124653374,11631.462383,adam,minmax,ok,61,True,True,glorot_normal
8736,0.113631202741,14768.8136254,0.175502302893,8041.52699534,11631.4803611,0.075721672023,0.105751124479,-0.00380384703005,-0.0309803513544,0.0151708081897,sigmoid,35,30,141.651851892,1,295,4.13288623194e-08,0.00323766798322,11631.4803611,adam,zscore,ok,37,False,True,normal
4613,0.109434625247,14746.1541252,0.177711224659,7703.30121601,11631.7353556,0.0732082852678,0.106194366503,-0.000110722673271,-0.0284668961153,0.00804852554935,sigmoid,31,31,108.960892916,1,270,1.6130076694e-08,0.00467543757636,11631.7353556,adam,zscore,ok,24,False,True,normal
5024,0.130594908835,14920.8350076,0.17617312645,8621.10255716,11631.7829976,0.0811311008533,0.106007645608,-0.00219714811848,-0.0342388743092,0.00510210656063,sigmoid,39,24,139.056692123,1,270,7.57462445934e-08,0.00191084302289,11631.7829976,adam,zscore,ok,65,False,True,normal
1476,0.11094589193,14283.5829127,0.177173748392,7964.00233035,11631.8069654,0.0766629864225,0.111490129872,0.0130743275135,-0.0125133384234,0.00420766627796,relu,24,28,228.206024885,1,250,7.98787991576e-08,0.00341524127652,11631.8069654,adam,zscore,ok,105,True,True,glorot_normal
8289,0.112784006216,14882.3149113,0.175701740339,7797.06794464,11631.9294119,0.0737045314582,0.105305795794,-0.00356709974906,-0.0334033563681,0.0121217119458,sigmoid,34,30,138.507403851,1,295,8.25044288104e-08,0.00297052235559,11631.9294119,adam,zscore,ok,41,False,True,normal
8315,0.117925417276,14837.7747737,0.175560379962,8094.2097021,11631.9366371,0.0766683154555,0.105471778457,-0.00460437798771,-0.0349314929088,0.0106521990275,sigmoid,29,29,179.07445097,1,295,8.48016336593e-08,0.00202390106677,11631.9366371,adam,zscore,ok,53,False,True,normal
6143,0.116703825968,14886.2986171,0.175164880708,7983.09847493,11632.0104151,0.0757129286149,0.104600121587,-0.00639294274864,-0.0353284202685,0.00562817605784,sigmoid,36,31,244.344854832,1,270,1.06386544768e-07,0.00244825584957,11632.0104151,adam,zscore,ok,64,True,True,normal
2040,0.103943090666,14822.255027,0.175186524212,7400.94105976,11632.4122239,0.0717584127527,0.105826113278,-0.00178843264034,-0.0299102659786,0.0211074778165,sigmoid,37,36,169.843575954,1,230,1.00670094115e-08,0.00421214658254,11632.4122239,adam,zscore,ok,60,True,True,glorot_uniform
7144,0.122178942692,15028.8739231,0.177008288198,8318.85457197,11632.4241142,0.0780775250201,0.104774099699,-0.00229245311247,-0.0340707281815,0.0154199211072,sigmoid,30,31,174.225906849,1,295,4.41009959533e-08,0.00138077188226,11632.4241142,adam,zscore,ok,56,False,True,normal
9478,0.112676146985,14915.6847142,0.176897186141,7791.87199022,11632.4423175,0.0743198111302,0.10555227017,-0.00267309080239,-0.0319922492026,0.0117858503641,sigmoid,33,30,157.235722065,1,285,3.28428568215e-08,0.00355227287979,11632.4423175,adam,zscore,ok,50,False,True,normal
8485,0.120023361112,15054.5215443,0.176358707861,8223.18629945,11632.4813931,0.0771733426837,0.105002955042,-0.00490597653034,-0.0363397455519,0.0114556244306,sigmoid,34,30,174.09935689,1,295,5.68919194937e-08,0.00177501774217,11632.4813931,adam,zscore,ok,48,False,True,normal
1956,0.120023707435,14957.8382957,0.176562553912,8034.54480525,11632.7281234,0.0771150847321,0.106384210891,-0.00413192563502,-0.0345350123555,0.0101199160681,sigmoid,31,21,100.648566008,1,245,4.60227767886e-08,0.00348102991258,11632.7281234,adam,zscore,ok,42,True,True,glorot_uniform
2856,0.118241708294,15055.127419,0.176688671024,8074.64564044,11632.7562763,0.0767696579936,0.105300756674,-0.00395282788483,-0.0346430405686,0.0192861848227,sigmoid,37,31,150.299463034,1,275,3.75869906076e-08,0.00220317442901,11632.7562763,adam,zscore,ok,53,True,True,normal
2878,0.126759044463,14771.6282066,0.174725235881,8679.00312646,11632.7809717,0.0820684737671,0.105600180861,0.000477581472322,-0.0292923912185,0.0122049561531,sigmoid,44,25,92.4367101192,1,245,2.91060931202e-08,0.00214844923533,11632.7809717,adam,zscore,ok,38,True,True,normal
5431,0.124464577358,14993.1627754,0.176200508378,8548.7595565,11632.8680132,0.0809529769962,0.105194426499,0.00144234686573,-0.0312791498774,0.0051483399566,sigmoid,53,28,258.048309088,1,290,1.33603267729e-08,0.001919402636,11632.8680132,adam,zscore,ok,81,False,True,normal
6349,0.126380627884,14937.5959629,0.176628427349,8454.35593634,11632.9432746,0.0798875810479,0.105952391727,-0.00263682944405,-0.0344910622801,0.00975316365908,sigmoid,39,30,189.154968977,1,295,1.07816614585e-07,0.00154002343288,11632.9432746,adam,zscore,ok,62,False,True,normal
1684,0.113896581125,15102.3463176,0.177602827652,7908.31148178,11633.2427453,0.0757567419915,0.105636450829,-0.00173582477378,-0.0334589067937,0.00797062073224,sigmoid,52,28,127.237503052,1,235,7.53387615409e-08,0.00423935022471,11633.2427453,adam,zscore,ok,57,True,True,glorot_normal
9487,0.11541285802,14941.2412715,0.17474246068,8023.5928405,11633.4052755,0.0761374941697,0.105458439553,-0.00385155878633,-0.0325865434379,0.0130094604328,sigmoid,36,28,148.358819962,1,300,2.62011325108e-08,0.0030020240176,11633.4052755,adam,zscore,ok,43,False,True,normal
2389,0.117308662886,15029.5004283,0.177561030612,7963.30908511,11633.427304,0.0766400123491,0.106560877734,0.00200090438625,-0.0296384151474,0.00154482600215,sigmoid,27,33,169.542179108,1,250,1.02464525969e-07,0.00299119540378,11633.427304,adam,zscore,ok,50,True,True,normal
9906,0.186681285531,14304.4483733,0.179190042065,10197.701207,11633.4560783,0.101378979848,0.113793045115,0.035605888627,-0.00278441926703,0.0114475288107,sigmoid,34,30,114.313997984,1,300,2.25702592405e-06,0.00179922732264,11633.4560783,rms,zscore,ok,32,False,True,normal
10276,0.115148335014,14869.677427,0.17455129084,8121.3587212,11633.5834244,0.0766258348467,0.103995785435,-0.00418243966977,-0.0327685884777,0.0135787261141,sigmoid,33,29,137.896917105,1,300,1.88223201034e-08,0.00228346053271,11633.5834244,adam,zscore,ok,43,False,True,normal
8002,0.13550553539,14773.9578246,0.176754164829,8841.05862386,11633.8427628,0.0831481341477,0.107080435097,0.00855881868774,-0.0244851443669,0.0112645575698,sigmoid,33,29,135.460227013,1,300,6.87633253565e-08,0.00224172695894,11633.8427628,rms,zscore,ok,46,False,True,normal
4484,0.120688947327,14669.6102203,0.181503549158,8331.24361908,11634.2626985,0.0807141045442,0.110722569868,0.00132264924535,-0.0218346303642,0.00622261213119,relu,36,28,151.178834915,1,295,1.48389273415e-08,0.00551761547251,11634.2626985,adam,zscore,ok,28,True,True,normal
5214,0.11401918535,15100.7084027,0.175224415218,8186.97451509,11634.3811744,0.0766349456692,0.104716638737,-0.00164268780402,-0.0324117688123,0.00676108624373,sigmoid,42,31,182.588141918,1,290,1.2744478334e-08,0.00253578543643,11634.3811744,adam,zscore,ok,38,False,True,normal
8531,0.120194388902,15101.6876159,0.177347059179,8204.85243799,11634.3864964,0.0770328352466,0.105009848215,-0.00441950227529,-0.0352568368859,0.0144424219321,sigmoid,34,31,186.357367992,1,295,5.86988137832e-08,0.00180263277869,11634.3864964,adam,zscore,ok,39,False,True,normal
6569,0.129416761511,14976.8787149,0.17677730943,8556.75199684,11634.4730242,0.0811133442383,0.105233546982,-0.000523935165332,-0.0334185112396,0.0142788531788,sigmoid,30,33,197.037756205,1,295,1.05047646301e-07,0.00101768757067,11634.4730242,adam,zscore,ok,56,False,True,normal
7409,0.120275149137,14999.3518727,0.176345641242,8247.24288321,11634.4761783,0.077448491706,0.105080084391,-0.00549216443138,-0.0364728423981,0.0143385499538,sigmoid,31,30,197.115165949,1,295,3.28065832596e-08,0.00154534255365,11634.4761783,adam,zscore,ok,38,False,True,normal
7851,0.123997249436,14913.4016557,0.174831011811,8295.85818608,11634.4995631,0.0782346905098,0.104271026155,-0.00274710155202,-0.0340639990817,0.0112252121036,sigmoid,36,29,145.60187602,1,300,1.39516633456e-07,0.00188679703438,11634.4995631,adam,zscore,ok,48,False,True,normal
1923,0.117966381288,14886.0059713,0.17713999489,8014.26040116,11634.546126,0.0768825249409,0.106594995145,0.000367252999856,-0.0289766442551,0.00611577177908,sigmoid,39,31,94.5366969109,1,170,1.10254249122e-07,0.00489028595406,11634.546126,adam,zscore,ok,45,True,True,glorot_uniform
1149,0.130493874622,14576.1628968,0.174265581079,8676.31581191,11634.7105329,0.0821245516778,0.106302000968,0.000190579280227,-0.0271004147333,0.0147970334608,sigmoid,97,39,144.790004969,1,140,1.81407368035e-07,0.005487391401,11634.7105329,adam,zscore,ok,113,True,True,normal
5762,0.123565634917,15096.4600916,0.176510928872,8616.3324904,11634.7793503,0.080378478199,0.104924882299,0.000943645390338,-0.032597924692,0.0375201560142,sigmoid,39,29,117.912025928,1,260,1.97738414087e-08,0.00207375052056,11634.7793503,adam,zscore,ok,47,True,True,normal
8035,0.126376663971,14984.091104,0.176845759134,8529.26727563,11634.932232,0.0804058680469,0.105679489086,-0.00149029059254,-0.0344594733099,0.0113641710806,sigmoid,33,30,161.898844004,1,295,6.38107506584e-08,0.00122877547559,11634.932232,adam,zscore,ok,54,False,True,normal
7060,0.117884335191,15062.8643166,0.176366277077,8091.03534676,11634.9843004,0.0762987908969,0.105244979214,-0.00534477565863,-0.0366824541288,0.010862040721,sigmoid,38,30,238.351114035,1,295,7.17364487543e-08,0.0023109306647,11634.9843004,adam,zscore,ok,58,False,True,normal
2391,0.00418061203119,14568.4919108,0.174859653691,9467.81665622,11635.0458833,0.0912765391102,0.107993890154,0.0178366923335,-0.0173656944272,0.001941829835,sigmoid,20,34,65.5934898853,1,260,1.01548461929e-07,0.00381808554673,11635.0458833,adam,minmax,ok,24,True,True,normal
8225,0.117042892363,14907.2352571,0.174238715131,7940.53894193,11635.0687703,0.0752994709555,0.10427189926,-0.0020061305695,-0.0318321587336,0.0104279720631,sigmoid,37,31,143.989418983,1,300,4.94898598008e-08,0.00298960982353,11635.0687703,adam,zscore,ok,43,False,True,normal
10814,0.123716695401,14882.091404,0.175615650502,8394.02903127,11635.2715558,0.0796188403752,0.10482093615,-0.000679191191447,-0.0329121778106,0.0194421768466,sigmoid,32,30,152.344605923,1,290,3.81106539855e-08,0.00146571795166,11635.2715558,adam,zscore,ok,24,False,True,normal
9186,0.11268900453,14917.7856875,0.176167025273,7825.97568638,11635.2740203,0.0742991614509,0.105426992703,-0.00356061712412,-0.0326503285144,0.0139735441761,sigmoid,36,29,176.538549185,1,295,2.74079755197e-08,0.0033383634772,11635.2740203,adam,zscore,ok,42,False,True,normal
10409,0.124430633688,14996.0587678,0.177145474952,8432.99965232,11635.4892905,0.0799211182128,0.105474853354,-0.00316658553408,-0.0343559010074,0.01781005605,sigmoid,38,29,149.917715073,1,295,3.98169394183e-08,0.00153865242278,11635.4892905,adam,zscore,ok,42,False,True,normal
3146,0.11189205619,14817.5195175,0.176054222827,8090.68457418,11635.5349243,0.0766813622924,0.105946870286,-0.00692808924922,-0.0329153709725,0.0146261648225,sigmoid,34,31,171.509649038,1,255,1.28988276521e-08,0.00269129735363,11635.5349243,adam,zscore,ok,38,True,True,normal
7670,0.115183986405,14954.2726914,0.175600529172,8028.69131106,11635.6604764,0.0761068015371,0.105655956833,-0.00345688552553,-0.0363619429482,0.0129672188058,sigmoid,33,31,133.28481698,1,285,3.92663361364e-08,0.00260115867238,11635.6604764,adam,zscore,ok,38,False,True,normal
6679,0.127133781562,14871.8721683,0.177540924106,8551.98622266,11635.8159133,0.0814081920334,0.105686153024,9.01504501198e-05,-0.0314322140791,0.0113869290564,sigmoid,36,30,279.798400879,1,300,6.53674443505e-08,0.00131096897132,11635.8159133,adam,zscore,ok,71,False,True,normal
5475,0.126067517248,14894.4836378,0.176690480335,8442.43609496,11635.9448679,0.0797686445437,0.10544445993,-0.00233669700461,-0.0337686530699,0.00506909729043,sigmoid,48,29,165.219511986,1,285,9.79920534904e-08,0.00201710171913,11635.9448679,adam,zscore,ok,70,False,True,normal
10096,0.118501742863,15043.7337939,0.17672285167,8185.19834071,11635.9624619,0.0771693648653,0.104491918285,-0.0025244989198,-0.0337535146966,0.0171406749469,sigmoid,32,31,121.354201794,1,280,4.89655805548e-08,0.00183808160334,11635.9624619,adam,zscore,ok,37,False,True,normal
213,0.133852169912,14589.7096347,0.174999064183,8406.97164077,11635.9973631,0.0807057702259,0.106789996673,0.00222314949482,-0.0265419354108,0.00404363395782,sigmoid,75,29,136.807063103,1,170,4.5801806193e-07,0.00686579810629,11635.9973631,adam,zscore,ok,104,True,True,glorot_uniform
4130,0.116202191654,14917.6063204,0.175541175468,8078.53777475,11635.9986265,0.0763435645438,0.105887433574,-0.00187623047972,-0.0302979759998,0.0130132441081,sigmoid,25,31,203.480379105,1,220,6.30692572894e-08,0.00327701228153,11635.9986265,adam,zscore,ok,61,True,True,normal
8269,0.118993046921,14981.2729617,0.175145760176,8050.83373637,11636.0136877,0.0760938458429,0.104877537144,-0.00440515929606,-0.0335845750567,0.0157306707933,sigmoid,31,28,142.468496084,1,300,6.59057682964e-08,0.00238207734788,11636.0136877,adam,zscore,ok,47,False,True,normal
10593,0.117655388935,14827.8293475,0.174567196457,8145.45743723,11636.3157968,0.0771374770542,0.104097182224,-0.00292712708575,-0.0323684873509,0.0165443098724,sigmoid,31,29,156.819753885,1,300,4.4091006504e-08,0.00209904482111,11636.3157968,adam,zscore,ok,40,False,True,normal
7919,0.122227973282,14936.3201007,0.176108922779,8309.55746866,11636.3288337,0.078301810658,0.105250396218,-0.0033893099659,-0.035360543707,0.0105172605936,sigmoid,30,30,146.737776041,1,295,7.35473601454e-08,0.00142260620099,11636.3288337,adam,zscore,ok,43,False,True,normal
9608,0.115306165137,14874.8709892,0.176433217486,8081.16787331,11636.3512925,0.0763124015304,0.106099650548,0.00140718942082,-0.0323162597923,0.0142638875502,sigmoid,31,31,150.814773798,1,285,5.07518764771e-08,0.00286678759588,11636.3512925,adam,zscore,ok,40,False,True,normal
9524,0.12085765891,14957.3695222,0.177145496132,8378.00787576,11636.3859711,0.0796927454753,0.106002815538,-0.00442886339658,-0.0348061022175,0.0115327254455,sigmoid,32,29,150.49595499,1,295,2.6806793611e-08,0.0015999282193,11636.3859711,adam,zscore,ok,39,False,True,normal
3295,0.00396831458784,14951.9924494,0.178732778589,10393.9704506,11636.5245044,0.0950108142113,0.109889836523,0.0295936705833,-0.0197674457412,0.0134501679757,sigmoid,35,31,86.5340459347,1,250,2.31572801524e-08,0.00680941249754,11636.5245044,adam,minmax,ok,24,True,True,normal
9749,0.113528618998,14873.5465695,0.175557762343,7888.60298928,11636.5708057,0.0746190191943,0.105570345251,-0.00570906239683,-0.0335094646728,0.0222405898253,sigmoid,36,30,135.016391993,1,295,5.25698235905e-08,0.00300602793169,11636.5708057,adam,zscore,ok,34,False,True,normal
10337,0.120311047428,15066.8356959,0.176989433232,8264.37130722,11636.6269233,0.0785851968871,0.10558228501,-0.00423511751375,-0.0357070796952,0.0171567408924,sigmoid,36,29,223.909955025,1,295,2.42574695395e-08,0.00188760767274,11636.6269233,adam,zscore,ok,54,False,True,normal
8450,0.118329997394,15018.492836,0.176176524261,8131.64165541,11636.6712454,0.0765108187586,0.104990160906,-0.00528768237952,-0.0360918549922,0.0119734124724,sigmoid,31,30,167.811931133,1,295,4.15749733186e-08,0.0017459279795,11636.6712454,adam,zscore,ok,40,False,True,normal
