,DropoutProp,activationFunction,batchSize,earlyStopping,epochSize,exec_time,hiddenLayers,hiddenNodes,indexID,l1Penalty,learningRate,noFillZero,optimizer,standardizationType,stationIDs,test_mape,test_rmse,timeWindow,train_mape,train_rmse,useHoliday,useWeekday,val_mape,val_rmse,weightInit
1043,0.001,relu,1,True,15,675.466584206,2,80,1043,1e-06,0.001,True,adam,zscore,13,0.190749926109,16769.1511361,80,0.0932971455265,10304.6065932,True,True,0.120827818308,14172.3614383,lecun_uniform
342,0.001,relu,1,True,15,4317.83816504,2,345,342,1e-06,0.001,True,adam,zscore,13,0.195856058007,16311.3832731,168,0.104995901275,11215.8856381,True,True,0.12821920865,14176.4241828,lecun_uniform
1321,0.001,relu,23,True,15,201.932690859,2,80,1321,1e-06,0.001,True,adam,zscore,13,0.194522633552,16218.7914665,168,0.100325442512,10690.787985,True,True,0.126560604108,14187.2570304,lecun_uniform
1324,0.001,relu,26,True,15,211.331131935,2,80,1324,1e-06,0.001,True,adam,zscore,13,0.194727828546,16194.3232663,168,0.10065438281,10708.9736781,True,True,0.127448593121,14200.9514105,lecun_uniform
301,0.001,relu,1,True,15,2584.14806199,2,304,301,1e-06,0.001,True,adam,zscore,13,0.190502307006,16314.4904059,168,0.0981671806652,10717.5102935,True,True,0.123979059109,14207.2807462,lecun_uniform
222,0.001,relu,1,True,15,2283.8717711,2,225,222,1e-06,0.001,True,adam,zscore,13,0.188394088066,16238.0411968,168,0.0973758949354,10807.0445194,True,True,0.122647486349,14214.9744895,lecun_uniform
729,0.2145,relu,1,True,15,1591.88334084,2,80,729,1e-06,0.001,True,adam,zscore,13,0.197659846871,16264.3802666,168,0.10787890206,11603.7699853,True,True,0.12811991715,14218.3110728,lecun_uniform
1328,0.001,relu,30,True,15,200.049787998,2,80,1328,1e-06,0.001,True,adam,zscore,13,0.19532117595,16192.3235413,168,0.102209911165,10821.4871489,True,True,0.12830755501,14218.7118564,lecun_uniform
1274,0.001,relu,1,True,15,2863.70086408,2,80,1274,1e-06,0.001,True,adam,zscore,13,0.192909063501,16580.1200767,311,0.0966041837593,10546.2788661,True,True,0.123421734115,14219.8188468,lecun_uniform
1278,0.001,relu,1,True,15,2138.57433987,2,80,1278,1e-06,0.001,True,adam,zscore,13,0.191292802573,16445.5716991,315,0.0949870314615,10444.9721324,True,True,0.122606033188,14226.759995,lecun_uniform
671,0.0231,relu,1,True,15,1162.72309303,2,80,671,1e-06,0.001,True,adam,zscore,13,0.19110086825,16255.816486,168,0.0955823280023,10444.5962771,True,True,0.122706209461,14227.7272941,lecun_uniform
1083,0.001,relu,1,True,15,1084.02293587,2,80,1083,1e-06,0.001,True,adam,zscore,13,0.191806154724,16601.855819,120,0.0976513200874,10852.4818281,True,True,0.123872419845,14228.4359043,lecun_uniform
372,0.001,relu,1,True,15,1262.60125303,2,80,372,0.000233333333333,0.001,True,adam,zscore,13,0.199170217775,16308.3087685,168,0.11133890775,11840.0257279,True,True,0.129265993679,14231.0187617,lecun_uniform
1334,0.001,relu,36,True,15,182.897126913,2,80,1334,1e-06,0.001,True,adam,zscore,13,0.196299773685,16244.7965903,168,0.103701095066,10920.2842438,True,True,0.128704501889,14233.2246153,lecun_uniform
1272,0.001,relu,1,True,15,2444.39530301,2,80,1272,1e-06,0.001,True,adam,zscore,13,0.19034199175,16415.4622078,309,0.095653892618,10824.1084347,True,True,0.122715060985,14234.2686872,lecun_uniform
1252,0.001,relu,1,True,15,1656.2070148,2,80,1252,1e-06,0.001,True,adam,zscore,13,0.192917427269,16470.2914528,289,0.0956970773698,10435.2319139,True,True,0.123406196555,14249.4429603,lecun_uniform
675,0.0363,relu,1,True,15,1190.61701012,2,80,675,1e-06,0.001,True,adam,zscore,13,0.194756801231,16461.3095768,168,0.103531334213,11080.83957,True,True,0.125753272858,14270.1432938,lecun_uniform
1260,0.001,relu,1,True,15,1905.33741593,2,80,1260,1e-06,0.001,True,adam,zscore,13,0.191258513531,16466.7584399,297,0.0966660940753,10688.1657296,True,True,0.123016992538,14278.6623598,lecun_uniform
60,0.001,relu,1,True,15,1478.3689301,2,63,60,1e-06,0.001,True,adam,zscore,13,0.191168924943,16564.4419346,168,0.0973247656609,10652.2413897,True,True,0.123722198762,14279.87609,lecun_uniform
691,0.0891,relu,1,True,15,1412.70125699,2,80,691,1e-06,0.001,True,adam,zscore,13,0.194617688501,16268.4136499,168,0.100675557159,10765.8952241,True,True,0.126262821914,14282.5243445,lecun_uniform
703,0.1287,relu,1,True,15,1293.44783401,2,80,703,1e-06,0.001,True,adam,zscore,13,0.198657148165,16422.9297363,168,0.106340531467,11373.4109296,True,True,0.128836844453,14282.8246917,lecun_uniform
723,0.1947,relu,1,True,15,1022.78028083,2,80,723,1e-06,0.001,True,adam,zscore,13,0.196286537965,16387.8432559,168,0.104380119923,11324.2527034,True,True,0.127264191836,14299.6726966,lecun_uniform
1335,0.001,relu,37,True,15,192.899639845,2,80,1335,1e-06,0.001,True,adam,zscore,13,0.196267081598,16259.6428993,168,0.104221029344,11012.6022925,True,True,0.129688171464,14305.7047824,lecun_uniform
1031,0.001,relu,1,True,15,761.910310984,2,80,1031,1e-06,0.001,True,adam,zscore,13,0.189902056904,16601.0997468,68,0.0970143945965,10872.328472,True,True,0.1230902996,14308.6235364,lecun_uniform
294,0.001,relu,1,True,15,3993.12225008,2,297,294,1e-06,0.001,True,adam,zscore,13,0.194120915419,16536.0208448,168,0.104360310796,11245.6952503,True,True,0.125620382729,14317.3078225,lecun_uniform
1266,0.001,relu,1,True,15,2206.52873206,2,80,1266,1e-06,0.001,True,adam,zscore,13,0.195564816457,16676.0444981,303,0.0986049300462,10818.1747217,True,True,0.124120789085,14323.046354,lecun_uniform
373,0.001,relu,1,True,15,1069.99918795,2,80,373,0.000266666666667,0.001,True,adam,zscore,13,0.198406291794,16417.0738586,168,0.110254812623,11738.4958014,True,True,0.129199232748,14327.3208687,lecun_uniform
1330,0.001,relu,32,True,15,208.240163088,2,80,1330,1e-06,0.001,True,adam,zscore,13,0.196005772814,16335.0999865,168,0.101686069649,10781.2071578,True,True,0.128717706648,14336.4263151,lecun_uniform
1329,0.001,relu,31,True,15,203.673352003,2,80,1329,1e-06,0.001,True,adam,zscore,13,0.196368610056,16400.4253603,168,0.101616968165,10815.0976316,True,True,0.128686251045,14338.4790876,lecun_uniform
1319,0.001,relu,21,True,15,207.540374041,2,80,1319,1e-06,0.001,True,adam,zscore,13,0.194106631793,16288.1976349,168,0.0997787624213,10634.4300042,True,True,0.126948680187,14344.5101351,lecun_uniform
303,0.001,relu,1,True,15,3788.07846808,2,306,303,1e-06,0.001,True,adam,zscore,13,0.194563985041,16581.2829589,168,0.107527840688,11485.1893772,True,True,0.12902181829,14348.5914756,lecun_uniform
1270,0.001,relu,1,True,15,2699.35763693,2,80,1270,1e-06,0.001,True,adam,zscore,13,0.193579491061,16668.9345229,307,0.0951057988171,10469.3731596,True,True,0.123160642362,14349.7173137,lecun_uniform
679,0.0495,relu,1,True,15,1051.79167485,2,80,679,1e-06,0.001,True,adam,zscore,13,0.193588930677,16309.1292831,168,0.100837833681,10996.5482841,True,True,0.124866120982,14359.340133,lecun_uniform
1068,0.001,relu,1,True,15,847.899135113,2,80,1068,1e-06,0.001,True,adam,zscore,13,0.19193487124,16526.4293994,105,0.101152287882,11402.0471541,True,True,0.124459587846,14367.3842799,lecun_uniform
1710,0.001,relu,1,True,12,846.819175959,2,80,1710,1e-06,0.001,True,adam,zscore,13,0.190030132307,16419.7003865,168,0.095745776915,10584.6166407,True,True,0.122636428462,14380.5843294,lecun_uniform
1331,0.001,relu,33,True,15,197.027548075,2,80,1331,1e-06,0.001,True,adam,zscore,13,0.196374885873,16380.8410006,168,0.102366068812,10856.2982449,True,True,0.129413465672,14413.5684413,lecun_uniform
375,0.001,relu,1,True,15,1029.77831197,2,80,375,0.000333333333333,0.001,True,adam,zscore,13,0.200385954531,16518.7511059,168,0.110188413612,11709.3990997,True,True,0.131003964627,14431.6683577,lecun_uniform
243,0.001,relu,1,True,15,2965.38327098,2,246,243,1e-06,0.001,True,adam,zscore,13,0.192704443671,16530.5615365,168,0.0986657380957,10937.9883958,True,True,0.125138176815,14444.757844,lecun_uniform
1320,0.001,relu,22,True,15,209.441660166,2,80,1320,1e-06,0.001,True,adam,zscore,13,0.195621876169,16437.2069336,168,0.099798564096,10664.9408754,True,True,0.127532052216,14477.4798995,lecun_uniform
139,0.001,relu,1,True,15,1395.10475087,2,142,139,1e-06,0.001,True,adam,zscore,13,0.189215311892,16636.1621065,168,0.0938266776497,10436.0524363,True,True,0.124005751114,14479.3240998,lecun_uniform
135,0.001,relu,1,True,15,1294.84751081,2,138,135,1e-06,0.001,True,adam,zscore,13,0.190554577628,16674.9620031,168,0.0949168329053,10496.4961734,True,True,0.123002706856,14488.3616945,lecun_uniform
704,0.132,relu,1,True,15,1404.99636006,2,80,704,1e-06,0.001,True,adam,zscore,13,0.198621183692,16673.3578833,168,0.106050588087,11517.029593,True,True,0.128985972206,14502.585408,lecun_uniform
1332,0.001,relu,34,True,15,184.19730401,2,80,1332,1e-06,0.001,True,adam,zscore,13,0.196064775203,16471.9913279,168,0.104020634868,11042.4345024,True,True,0.130043720931,14505.9597095,lecun_uniform
114,0.001,relu,1,True,15,1257.143929,2,117,114,1e-06,0.001,True,adam,zscore,13,0.19368374987,16811.5646538,168,0.0962082328089,10626.7917306,True,True,0.124917372232,14521.8188602,lecun_uniform
1337,0.001,relu,39,True,15,193.322149038,2,80,1337,1e-06,0.001,True,adam,zscore,13,0.196472507982,16418.0166034,168,0.105744322794,11181.1855831,True,True,0.13100796992,14545.0130583,lecun_uniform
384,0.001,relu,1,True,15,1117.45743799,2,80,384,0.000633333333333,0.001,True,adam,zscore,13,0.205017911628,16731.6218506,168,0.119233629224,12386.0073606,True,True,0.135341516782,14549.8142208,lecun_uniform
714,0.165,relu,1,True,15,1156.24603319,2,80,714,1e-06,0.001,True,adam,zscore,13,0.198176371314,16461.4608332,168,0.107456942653,11480.3680234,True,True,0.130083524131,14558.6005223,lecun_uniform
1336,0.001,relu,38,True,15,188.797663212,2,80,1336,1e-06,0.001,True,adam,zscore,13,0.196820414388,16429.8644051,168,0.105286059983,11122.6497965,True,True,0.131510835149,14576.6883232,lecun_uniform
8,0.001,relu,1,True,15,813.239971876,2,11,8,1e-06,0.001,True,adam,zscore,13,0.199561260669,17153.1563834,168,0.110205420756,12026.5833599,True,True,0.12848717815,14581.8863804,lecun_uniform
282,0.001,relu,1,True,15,2443.50858688,2,285,282,1e-06,0.001,True,adam,zscore,13,0.195110921569,16860.1076372,168,0.103474546042,11188.0660847,True,True,0.127672021709,14602.9549709,lecun_uniform
1327,0.001,relu,29,True,15,197.665047884,2,80,1327,1e-06,0.001,True,adam,zscore,13,0.196275217833,16452.7622633,168,0.101585281334,10877.0016892,True,True,0.129950400444,14615.5931212,lecun_uniform
1268,0.001,relu,1,True,15,2443.06916904,2,80,1268,1e-06,0.001,True,adam,zscore,13,0.195495053429,16734.1847844,305,0.0973929205928,10710.142546,True,True,0.12577671372,14620.7680071,lecun_uniform
279,0.001,relu,1,True,15,2482.90504098,2,282,279,1e-06,0.001,True,adam,zscore,13,0.193490777284,16846.1065237,168,0.0969599053227,10660.4615242,True,True,0.125065735323,14628.8223278,lecun_uniform
695,0.1023,relu,1,True,15,1072.37802911,2,80,695,1e-06,0.001,True,adam,zscore,13,0.19709985417,16687.4667834,168,0.104580891111,11390.1410576,True,True,0.128073821606,14651.3418775,lecun_uniform
374,0.001,relu,1,True,15,1279.37776804,2,80,374,0.0003,0.001,True,adam,zscore,13,0.20087809042,16595.7606731,168,0.110320098478,11823.6475671,True,True,0.130819742268,14664.6201921,lecun_uniform
1333,0.001,relu,35,True,15,195.145066023,2,80,1333,1e-06,0.001,True,adam,zscore,13,0.196853447826,16529.1653856,168,0.105854229596,11241.7479274,True,True,0.131186527465,14682.4472501,lecun_uniform
693,0.0957,relu,1,True,15,1054.25224185,2,80,693,1e-06,0.001,True,adam,zscore,13,0.195902797566,16642.3327569,168,0.101077281078,11074.1249625,True,True,0.127553059625,14689.2360527,lecun_uniform
1704,0.001,relu,1,True,6,491.751991987,2,80,1704,1e-06,0.001,True,adam,zscore,13,0.195035775567,16703.7109842,168,0.103488505097,11248.7968807,True,True,0.127213436971,14701.3201013,lecun_uniform
377,0.001,relu,1,True,15,1495.78122783,2,80,377,0.0004,0.001,True,adam,zscore,13,0.200576031379,16638.3462853,168,0.112568000818,12063.1852431,True,True,0.131429899016,14705.2126265,lecun_uniform
1399,0.001,relu,1,True,15,1063.83182979,2,80,1399,1e-06,0.001,True,adam,minmax,13,0.19866336475,17152.7364037,168,0.110263917607,11898.6315056,True,True,0.12914083579,14716.9291231,lecun_uniform
376,0.001,relu,1,True,15,1052.07533002,2,80,376,0.000366666666667,0.001,True,adam,zscore,13,0.203824311308,16878.0557615,168,0.115757415815,12273.7842544,True,True,0.13299175904,14719.128893,lecun_uniform
716,0.1716,relu,1,True,15,1432.95458007,2,80,716,1e-06,0.001,True,adam,zscore,13,0.196926302343,16623.8891416,168,0.106298680791,11565.0629516,True,True,0.129404860004,14725.3116327,lecun_uniform
735,0.2343,relu,1,True,15,1133.70639181,2,80,735,1e-06,0.001,True,adam,zscore,13,0.198706562055,16805.1269822,168,0.107069873537,11626.7640125,True,True,0.128082623534,14726.8907986,lecun_uniform
710,0.1518,relu,1,True,15,1170.46041584,2,80,710,1e-06,0.001,True,adam,zscore,13,0.198174780596,16649.049778,168,0.105863127774,11444.587566,True,True,0.130422253899,14739.4802486,lecun_uniform
1369,0.001,relu,71,True,15,184.632585049,2,80,1369,1e-06,0.001,True,adam,zscore,13,0.202400078602,16697.2456756,168,0.112179041811,11744.5186916,True,True,0.135800921076,14741.3911985,lecun_uniform
316,0.001,relu,1,True,15,3768.86235189,2,319,316,1e-06,0.001,True,adam,zscore,13,0.193548592041,16751.5528648,168,0.098989094777,10829.3420238,True,True,0.126862631012,14742.4103471,lecun_uniform
1322,0.001,relu,24,True,15,207.772957802,2,80,1322,1e-06,0.001,True,adam,zscore,13,0.197464009442,16663.3409075,168,0.101773195059,10938.2037309,True,True,0.129768976694,14743.5824233,lecun_uniform
689,0.0825,relu,1,True,15,1041.99917006,2,80,689,1e-06,0.001,True,adam,zscore,13,0.196509597388,16796.837199,168,0.103729848381,11353.6535346,True,True,0.127653051113,14756.7177472,lecun_uniform
323,0.001,relu,1,True,15,3129.60536408,2,326,323,1e-06,0.001,True,adam,zscore,13,0.191895761912,16908.7885792,168,0.099003986667,11111.6874806,True,True,0.124271318502,14762.4361451,lecun_uniform
187,0.001,relu,1,True,15,1710.46158791,2,190,187,1e-06,0.001,True,adam,zscore,13,0.19146554481,16838.3203424,168,0.096771473427,10828.9009383,True,True,0.124849859542,14769.1924512,lecun_uniform
1371,0.001,relu,73,True,15,166.247022867,2,80,1371,1e-06,0.001,True,adam,zscore,13,0.203133479822,16774.8838572,168,0.113033631059,11812.6799782,True,True,0.135698001564,14771.9549015,lecun_uniform
190,0.001,relu,1,True,15,2617.201442,2,193,190,1e-06,0.001,True,adam,zscore,13,0.194735895575,16542.5770299,168,0.104308870715,11393.5688386,True,True,0.128237500815,14774.7865872,lecun_uniform
1340,0.001,relu,42,True,15,176.997330189,2,80,1340,1e-06,0.001,True,adam,zscore,13,0.198045239048,16565.3194108,168,0.106314535957,11246.3369007,True,True,0.132627445043,14779.1517728,lecun_uniform
1367,0.001,relu,69,True,15,173.786662102,2,80,1367,1e-06,0.001,True,adam,zscore,13,0.203306642975,16785.8301727,168,0.112672577647,11783.3935431,True,True,0.135515887735,14787.1665103,lecun_uniform
1342,0.001,relu,44,True,15,174.034559965,2,80,1342,1e-06,0.001,True,adam,zscore,13,0.197784560956,16636.3734767,168,0.105618200348,11259.4133606,True,True,0.1322485642,14792.1587141,lecun_uniform
725,0.2013,relu,1,True,15,1150.07999587,2,80,725,1e-06,0.001,True,adam,zscore,13,0.196599112976,16651.1174743,168,0.105871939219,11590.7296682,True,True,0.128413811618,14800.1313066,lecun_uniform
1343,0.001,relu,45,True,15,186.655751944,2,80,1343,1e-06,0.001,True,adam,zscore,13,0.197910694732,16614.9459417,168,0.10751740072,11386.2935719,True,True,0.13311302761,14805.0082147,lecun_uniform
378,0.001,relu,1,True,15,1075.35848022,2,80,378,0.000433333333333,0.001,True,adam,zscore,13,0.206515455742,16952.3062198,168,0.11524428518,12170.8889336,True,True,0.134843442722,14805.5385819,lecun_uniform
142,0.001,relu,1,True,15,1330.66951609,2,145,142,1e-06,0.001,True,adam,zscore,13,0.18952453906,16598.5899836,168,0.0946414806302,10588.1461943,True,True,0.124782416179,14813.6593563,lecun_uniform
1354,0.001,relu,56,True,15,168.84980917,2,80,1354,1e-06,0.001,True,adam,zscore,13,0.199424387946,16665.5660435,168,0.107628360257,11395.9842417,True,True,0.133506900488,14832.4951472,lecun_uniform
1365,0.001,relu,67,True,15,176.197029829,2,80,1365,1e-06,0.001,True,adam,zscore,13,0.201327022515,16760.7720314,168,0.109803730239,11559.7499649,True,True,0.134727898056,14834.2406657,lecun_uniform
1326,0.001,relu,28,True,15,204.41168499,2,80,1326,1e-06,0.001,True,adam,zscore,13,0.197141607342,16662.4583253,168,0.104539473449,11208.3088426,True,True,0.131032890675,14861.5104964,lecun_uniform
731,0.2211,relu,1,True,15,1562.00244308,2,80,731,1e-06,0.001,True,adam,zscore,13,0.200007783144,16874.0520549,168,0.110291274769,12087.484821,True,True,0.129973173066,14884.8170503,lecun_uniform
385,0.001,relu,1,True,15,1106.390728,2,80,385,0.000666666666667,0.001,True,adam,zscore,13,0.206363043433,17016.0267117,168,0.118045558339,12612.1180383,True,True,0.135303300776,14888.6707791,lecun_uniform
1370,0.001,relu,72,True,15,177.728091955,2,80,1370,1e-06,0.001,True,adam,zscore,13,0.203204460322,16775.0600625,168,0.112862523912,11818.3486713,True,True,0.136266023042,14895.8763502,lecun_uniform
1359,0.001,relu,61,True,15,169.07642889,2,80,1359,1e-06,0.001,True,adam,zscore,13,0.201893055948,16779.1512937,168,0.110251893328,11621.430118,True,True,0.13478184778,14898.2936038,lecun_uniform
721,0.1881,relu,1,True,15,1146.81069493,2,80,721,1e-06,0.001,True,adam,zscore,13,0.198323314542,16667.4091035,168,0.107371769001,11696.1961789,True,True,0.129770950005,14900.3070556,lecun_uniform
1355,0.001,relu,57,True,15,169.136538982,2,80,1355,1e-06,0.001,True,adam,zscore,13,0.200500693824,16741.7975347,168,0.108190920346,11457.2529083,True,True,0.133857086556,14904.5364691,lecun_uniform
381,0.001,relu,1,True,15,1375.38911104,2,80,381,0.000533333333333,0.001,True,adam,zscore,13,0.207021170482,17010.1441072,168,0.120277258213,12612.2903576,True,True,0.13612863469,14905.5588257,lecun_uniform
319,0.001,relu,1,True,15,2822.31165099,2,322,319,1e-06,0.001,True,adam,zscore,13,0.197083041456,17018.1910867,168,0.104486400961,11342.5963642,True,True,0.128984492172,14918.2850906,lecun_uniform
1364,0.001,relu,66,True,15,185.465328932,2,80,1364,1e-06,0.001,True,adam,zscore,13,0.201954589071,16862.9649508,168,0.110369260453,11638.2868755,True,True,0.135753320719,14929.1245813,lecun_uniform
386,0.001,relu,1,True,15,1039.961519,2,80,386,0.0007,0.001,True,adam,zscore,13,0.204876974352,16921.6453671,168,0.11745021344,12493.5829238,True,True,0.134000396747,14932.950393,lecun_uniform
730,0.2178,relu,1,True,15,1327.0533061,2,80,730,1e-06,0.001,True,adam,zscore,13,0.196794041167,16770.0786233,168,0.10578500971,11630.7818985,True,True,0.12972243631,14933.408156,lecun_uniform
1377,0.001,relu,79,True,15,189.176640034,2,80,1377,1e-06,0.001,True,adam,zscore,13,0.204458326252,16883.1189525,168,0.113841358652,11895.1831468,True,True,0.137072484279,14934.7572233,lecun_uniform
184,0.001,relu,1,True,15,2473.70341396,2,187,184,1e-06,0.001,True,adam,zscore,13,0.192739744549,16951.7812901,168,0.0990384762112,11415.1785944,True,True,0.125728203309,14935.8834946,lecun_uniform
1368,0.001,relu,70,True,15,180.260553837,2,80,1368,1e-06,0.001,True,adam,zscore,13,0.206272739163,16981.495553,168,0.119593903659,12401.3123105,True,True,0.138275720599,14941.3713927,lecun_uniform
709,0.1485,relu,1,True,15,1539.76308799,2,80,709,1e-06,0.001,True,adam,zscore,13,0.197258833738,16709.7118069,168,0.104363414326,11514.0642202,True,True,0.129726460416,14949.8658975,lecun_uniform
1373,0.001,relu,75,True,15,174.144082069,2,80,1373,1e-06,0.001,True,adam,zscore,13,0.204843511843,16913.3882902,168,0.115604051676,12046.7514166,True,True,0.137489854616,14957.1303611,lecun_uniform
352,0.001,relu,1,True,15,1904.34390521,4,80,352,1e-06,0.001,True,adam,zscore,13,0.195601896118,17044.4885858,168,0.101312587909,11276.6657351,True,True,0.127441058623,14960.1725629,lecun_uniform
1345,0.001,relu,47,True,15,194.339797974,2,80,1345,1e-06,0.001,True,adam,zscore,13,0.198870442687,16679.998157,168,0.109019473954,11565.0966558,True,True,0.134432068816,14969.5022467,lecun_uniform
690,0.0858,relu,1,True,15,1098.23356891,2,80,690,1e-06,0.001,True,adam,zscore,13,0.196588377647,16936.8695837,168,0.101457497976,11139.7050073,True,True,0.128304201424,14984.6174349,lecun_uniform
702,0.1254,relu,1,True,15,1337.54109502,2,80,702,1e-06,0.001,True,adam,zscore,13,0.197740616285,16862.406267,168,0.105428191951,11653.5119558,True,True,0.13006733187,14985.7778752,lecun_uniform
87,0.001,relu,1,True,15,1332.14660716,2,90,87,1e-06,0.001,True,adam,zscore,13,0.191378260847,17349.8196911,168,0.0979437191394,11336.0654436,True,True,0.12429110584,14993.1012767,lecun_uniform
383,0.001,relu,1,True,15,1211.55904603,2,80,383,0.0006,0.001,True,adam,zscore,13,0.206803182084,17074.3784215,168,0.11810063655,12540.5502083,True,True,0.135676812889,14993.2794027,lecun_uniform
1356,0.001,relu,58,True,15,176.027408838,2,80,1356,1e-06,0.001,True,adam,zscore,13,0.200440159689,16740.2002798,168,0.109992338538,11610.5898192,True,True,0.13525100813,14995.6260619,lecun_uniform
310,0.001,relu,1,True,15,4384.44119406,2,313,310,1e-06,0.001,True,adam,zscore,13,0.190812051157,16681.6606821,168,0.0988143365698,11338.9734275,True,True,0.125239042879,15002.8781916,lecun_uniform
1363,0.001,relu,65,True,15,168.427328825,2,80,1363,1e-06,0.001,True,adam,zscore,13,0.201459896618,16877.4440524,168,0.110717398259,11697.5660285,True,True,0.135678623159,15007.9950101,lecun_uniform
1361,0.001,relu,63,True,15,174.000461102,2,80,1361,1e-06,0.001,True,adam,zscore,13,0.201612082135,16845.3089155,168,0.109929986585,11616.7572963,True,True,0.135388763648,15008.3673524,lecun_uniform
738,0.2442,relu,1,True,15,1434.90014291,2,80,738,1e-06,0.001,True,adam,zscore,13,0.198271693285,16872.8278704,168,0.106517045076,11683.2014555,True,True,0.130357531313,15011.3854594,lecun_uniform
1372,0.001,relu,74,True,15,222.474071026,2,80,1372,1e-06,0.001,True,adam,zscore,13,0.203628282365,16932.2400871,168,0.112158410763,11780.7152976,True,True,0.136323539014,15017.1255488,lecun_uniform
719,0.1815,relu,1,True,15,1357.33025002,2,80,719,1e-06,0.001,True,adam,zscore,13,0.199343922528,16691.2143319,168,0.113031262334,12208.6900357,True,True,0.132002559899,15020.0974371,lecun_uniform
1349,0.001,relu,51,True,15,179.830157042,2,80,1349,1e-06,0.001,True,adam,zscore,13,0.199177578096,16778.5233811,168,0.106753905325,11361.5782193,True,True,0.133565433225,15036.2272319,lecun_uniform
1366,0.001,relu,68,True,15,174.279755116,2,80,1366,1e-06,0.001,True,adam,zscore,13,0.202327818877,16898.5840816,168,0.110589081573,11672.2023792,True,True,0.135741982954,15037.1475158,lecun_uniform
1357,0.001,relu,59,True,15,175.873313904,2,80,1357,1e-06,0.001,True,adam,zscore,13,0.200703497748,16777.7685839,168,0.10972114518,11596.9418561,True,True,0.135117487249,15037.7943975,lecun_uniform
1358,0.001,relu,60,True,15,167.995018959,2,80,1358,1e-06,0.001,True,adam,zscore,13,0.200805063253,16816.7365461,168,0.109209907366,11564.401782,True,True,0.135109181642,15046.2099014,lecun_uniform
1344,0.001,relu,46,True,15,187.158885002,2,80,1344,1e-06,0.001,True,adam,zscore,13,0.199568672361,16897.2857784,168,0.108831960547,11595.8862683,True,True,0.13416479356,15053.6563423,lecun_uniform
1379,0.001,relu,81,True,15,172.29517889,2,80,1379,1e-06,0.001,True,adam,zscore,13,0.204840083689,16946.0528101,168,0.115876462263,12086.923663,True,True,0.137949220512,15062.5897888,lecun_uniform
696,0.1056,relu,1,True,15,1078.19736004,2,80,696,1e-06,0.001,True,adam,zscore,13,0.201179550833,17093.0083132,168,0.106424543579,11512.3180023,True,True,0.130193558026,15063.2621276,lecun_uniform
1338,0.001,relu,40,True,15,299.120493889,2,80,1338,1e-06,0.001,True,adam,zscore,13,0.198497178736,16750.3758351,168,0.108309469866,11561.9295977,True,True,0.134316644255,15065.7347558,lecun_uniform
724,0.198,relu,1,True,15,1225.67318797,2,80,724,1e-06,0.001,True,adam,zscore,13,0.198512661297,16867.7187692,168,0.108868038808,11894.0725861,True,True,0.130955789538,15069.1798294,lecun_uniform
712,0.1584,relu,1,True,15,1101.29204583,2,80,712,1e-06,0.001,True,adam,zscore,13,0.199035720195,16890.7283281,168,0.106999327043,11695.6099449,True,True,0.130563527988,15081.2281795,lecun_uniform
1362,0.001,relu,64,True,15,195.562455177,2,80,1362,1e-06,0.001,True,adam,zscore,13,0.202721511244,16962.2660438,168,0.109992268137,11628.278424,True,True,0.135686895733,15085.7354081,lecun_uniform
764,0.33,relu,1,True,15,907.375139952,2,80,764,1e-06,0.001,True,adam,zscore,13,0.201376074954,17084.2264217,168,0.110717198796,12040.9757831,True,True,0.13241810124,15090.5162666,lecun_uniform
1353,0.001,relu,55,True,15,167.804116964,2,80,1353,1e-06,0.001,True,adam,zscore,13,0.199789557534,16809.7529934,168,0.110114289796,11686.2339547,True,True,0.135541741367,15092.165196,lecun_uniform
1380,0.001,relu,82,True,15,138.579128981,2,80,1380,1e-06,0.001,True,adam,zscore,13,0.204689461103,16989.9772384,168,0.114090895651,11960.9680486,True,True,0.137939079717,15107.9194068,lecun_uniform
1339,0.001,relu,41,True,15,177.536019087,2,80,1339,1e-06,0.001,True,adam,zscore,13,0.19987465493,16813.6497702,168,0.111821413369,11879.8791107,True,True,0.135747504947,15120.0819935,lecun_uniform
1376,0.001,relu,78,True,15,177.809659958,2,80,1376,1e-06,0.001,True,adam,zscore,13,0.203884071426,16946.0240011,168,0.11373668051,11973.2315273,True,True,0.137522415011,15121.8920012,lecun_uniform
1386,0.001,relu,88,True,15,169.773224115,2,80,1386,1e-06,0.001,True,adam,zscore,13,0.206646157272,17103.3824272,168,0.118492333878,12332.8631537,True,True,0.139569421872,15124.0801141,lecun_uniform
1381,0.001,relu,83,True,15,170.911459923,2,80,1381,1e-06,0.001,True,adam,zscore,13,0.206161646211,17082.6092642,168,0.115655127258,12099.5077402,True,True,0.138864635352,15124.2979802,lecun_uniform
1375,0.001,relu,77,True,15,164.109396935,2,80,1375,1e-06,0.001,True,adam,zscore,13,0.203991713631,16932.229705,168,0.114115461557,11988.2687575,True,True,0.137880455857,15126.4049517,lecun_uniform
776,0.3696,relu,1,True,15,1068.98885489,2,80,776,1e-06,0.001,True,adam,zscore,13,0.204249406468,17021.2714584,168,0.119115149453,12714.8759604,True,True,0.13493471716,15136.4756168,lecun_uniform
1347,0.001,relu,49,True,15,199.307132006,2,80,1347,1e-06,0.001,True,adam,zscore,13,0.200800176679,17005.8869632,168,0.108831250656,11623.1629122,True,True,0.13491724682,15148.6070326,lecun_uniform
