,DropoutProp,activationFunction,batchSize,earlyStopping,epochSize,exec_time,hiddenLayers,hiddenNodes,indexID,l1Penalty,learningRate,noFillZero,optimizer,standardizationType,stationIDs,test_mape,test_rmse,timeWindow,train_mape,train_rmse,useHoliday,useWeekday,val_mape,val_rmse,weightInit
1200,0.001,relu,1,True,15,1528.24500203,2,80,1200,1e-06,0.001,True,adam,zscore,13,0.184085544472,14986.4078054,237,0.0947480769423,9925.889194,True,True,0.116361786677,12257.0153081,lecun_uniform
186,0.001,relu,1,True,15,2171.76673603,2,189,186,1e-06,0.001,True,adam,zscore,13,0.185582595907,14966.0655549,168,0.0955402603653,10183.0591258,True,True,0.117688970809,12291.3136492,lecun_uniform
349,0.001,relu,1,True,15,951.273684025,1,80,349,1e-06,0.001,True,adam,zscore,13,0.1821947613,15044.6179034,168,0.0886745009211,9448.67746222,True,True,0.114123955546,12326.6374938,lecun_uniform
1244,0.001,relu,1,True,15,1849.56276011,2,80,1244,1e-06,0.001,True,adam,zscore,13,0.184055531153,14888.8088385,281,0.0972976760846,10356.9810758,True,True,0.118705139887,12329.7063357,lecun_uniform
1180,0.001,relu,1,True,15,1295.90947104,2,80,1180,1e-06,0.001,True,adam,zscore,13,0.184169599687,14935.5693668,217,0.0971690545376,10251.9509005,True,True,0.117506759952,12330.1242225,lecun_uniform
1221,0.001,relu,1,True,15,1476.11794996,2,80,1221,1e-06,0.001,True,adam,zscore,13,0.183794099442,14716.8064623,258,0.098460488914,10434.1081143,True,True,0.117931076067,12334.5936431,lecun_uniform
264,0.001,relu,1,True,15,3051.04639912,2,267,264,1e-06,0.001,True,adam,zscore,13,0.184124688118,14824.1201326,168,0.097637778831,10296.297561,True,True,0.117676453133,12336.7928047,lecun_uniform
1101,0.001,relu,1,True,15,878.96854496,2,80,1101,1e-06,0.001,True,adam,zscore,13,0.184513229412,14892.0631462,138,0.0937624205222,9891.53176213,True,True,0.117356282462,12350.0365273,lecun_uniform
1197,0.001,relu,1,True,15,1587.86136484,2,80,1197,1e-06,0.001,True,adam,zscore,13,0.185415376125,15055.1000311,234,0.0971135068867,10124.8640857,True,True,0.118098909452,12359.3572913,lecun_uniform
82,0.001,relu,1,True,15,1189.36906719,2,85,82,1e-06,0.001,True,adam,zscore,13,0.188099677735,15057.3448806,168,0.101796553372,10816.4025251,True,True,0.119038789479,12368.702995,lecun_uniform
1166,0.001,relu,1,True,15,1321.6333549,2,80,1166,1e-06,0.001,True,adam,zscore,13,0.184162192618,14886.505192,203,0.0952346227418,9895.57557314,True,True,0.117631529677,12371.8240703,lecun_uniform
1187,0.001,relu,1,True,15,1303.37239885,2,80,1187,1e-06,0.001,True,adam,zscore,13,0.185457987235,14892.4863753,224,0.0971008937229,10142.2020952,True,True,0.117664055515,12388.3636768,lecun_uniform
1215,0.001,relu,1,True,15,2322.79739094,2,80,1215,1e-06,0.001,True,adam,zscore,13,0.183107620175,15018.9343164,252,0.0952647720542,10014.9009243,True,True,0.1163419964,12388.7606126,lecun_uniform
1167,0.001,relu,1,True,15,1345.90343499,2,80,1167,1e-06,0.001,True,adam,zscore,13,0.186173356519,15136.9360528,204,0.0957100030922,9963.73203495,True,True,0.117030290294,12403.2342869,lecun_uniform
1210,0.001,relu,1,True,15,1670.69702101,2,80,1210,1e-06,0.001,True,adam,zscore,13,0.184071552627,14953.4043367,247,0.0974245634189,10211.777448,True,True,0.117887146408,12420.1262142,lecun_uniform
1127,0.001,relu,1,True,15,1210.68355608,2,80,1127,1e-06,0.001,True,adam,zscore,13,0.184166186933,14973.1875758,164,0.0934618177793,9944.41601922,True,True,0.117682711952,12420.5961765,lecun_uniform
1109,0.001,relu,1,True,15,974.355777025,2,80,1109,1e-06,0.001,True,adam,zscore,13,0.185586256721,15072.3851121,146,0.096686981862,10240.8157981,True,True,0.118146020728,12421.673261,lecun_uniform
1204,0.001,relu,1,True,15,1402.41013503,2,80,1204,1e-06,0.001,True,adam,zscore,13,0.183962171958,14987.8193461,241,0.0948385158678,9918.66715506,True,True,0.116775930864,12437.1606639,lecun_uniform
1230,0.001,relu,1,True,15,1900.12898517,2,80,1230,1e-06,0.001,True,adam,zscore,13,0.183155863067,14812.3677017,267,0.0960999057841,10301.0929325,True,True,0.117887834571,12437.8855781,lecun_uniform
1199,0.001,relu,1,True,15,1624.58681703,2,80,1199,1e-06,0.001,True,adam,zscore,13,0.184434746198,15077.8350839,236,0.0997289278451,10372.5803736,True,True,0.119102225838,12441.6019242,lecun_uniform
1723,0.001,relu,1,True,25,1495.10423303,2,80,1723,1e-06,0.001,True,adam,zscore,13,0.18165768408,15104.7274682,168,0.0888158224607,9300.42021573,True,True,0.114479976905,12443.9778271,lecun_uniform
64,0.001,relu,1,True,15,977.379520893,2,67,64,1e-06,0.001,True,adam,zscore,13,0.18392820631,15090.4504638,168,0.0929563292537,9766.15101056,True,True,0.117595348528,12449.3830324,lecun_uniform
1248,0.001,relu,1,True,15,2554.21186113,2,80,1248,1e-06,0.001,True,adam,zscore,13,0.185251875409,14948.1429514,285,0.09721411417,10370.3475398,True,True,0.118055877432,12449.7515466,lecun_uniform
1171,0.001,relu,1,True,15,1250.05782008,2,80,1171,1e-06,0.001,True,adam,zscore,13,0.185054333609,15056.383099,208,0.0948028806689,9828.06378507,True,True,0.116593999597,12455.7921524,lecun_uniform
1113,0.001,relu,1,True,15,1046.31251693,2,80,1113,1e-06,0.001,True,adam,zscore,13,0.184811994304,15074.1746356,150,0.0923333549923,9828.19157463,True,True,0.116684385285,12460.3207633,lecun_uniform
1239,0.001,relu,1,True,15,1670.08789897,2,80,1239,1e-06,0.001,True,adam,zscore,13,0.184939668311,14896.0692131,276,0.096919061117,10268.2308368,True,True,0.118782706813,12463.8255056,lecun_uniform
1181,0.001,relu,1,True,15,1633.37589097,2,80,1181,1e-06,0.001,True,adam,zscore,13,0.188692839315,15043.7618941,218,0.102039548913,10399.79567,True,True,0.120254824755,12465.3836399,lecun_uniform
1237,0.001,relu,1,True,15,2156.26398492,2,80,1237,1e-06,0.001,True,adam,zscore,13,0.183030848774,14839.6437139,274,0.0965541744828,10291.1584128,True,True,0.118349303812,12468.0294991,lecun_uniform
1243,0.001,relu,1,True,15,2139.43742204,2,80,1243,1e-06,0.001,True,adam,zscore,13,0.181879514135,14876.1099139,280,0.0962097957326,10171.9192147,True,True,0.117572347168,12476.4509404,lecun_uniform
1196,0.001,relu,1,True,15,1424.99144411,2,80,1196,1e-06,0.001,True,adam,zscore,13,0.185839023575,15050.1132178,233,0.097584691531,10389.1335287,True,True,0.11772218066,12481.1749052,lecun_uniform
1186,0.001,relu,1,True,15,1800.2105422,2,80,1186,1e-06,0.001,True,adam,zscore,13,0.187922741899,15015.7617271,223,0.102914542823,10460.2123033,True,True,0.120047255695,12487.1669464,lecun_uniform
1184,0.001,relu,1,True,15,1669.40126085,2,80,1184,1e-06,0.001,True,adam,zscore,13,0.18691250646,15100.6469342,221,0.10084565082,10449.8307486,True,True,0.118396385502,12487.2228726,lecun_uniform
1162,0.001,relu,1,True,15,1882.51814294,2,80,1162,1e-06,0.001,True,adam,zscore,13,0.183666727619,15015.5912344,199,0.0946869428473,9820.36242666,True,True,0.116579313137,12500.1543017,lecun_uniform
1724,0.001,relu,1,True,26,2695.52725506,2,80,1724,1e-06,0.001,True,adam,zscore,13,0.181925909148,15031.7341096,168,0.0884652366671,9315.36666622,True,True,0.114427004849,12501.0162962,lecun_uniform
1203,0.001,relu,1,True,15,1483.47102594,2,80,1203,1e-06,0.001,True,adam,zscore,13,0.187195304248,14966.7738552,240,0.100507420429,10473.2420402,True,True,0.120682282542,12506.0662657,lecun_uniform
1235,0.001,relu,1,True,15,2323.78259802,2,80,1235,1e-06,0.001,True,adam,zscore,13,0.184474039538,14804.8390099,272,0.0990253814761,10573.4658736,True,True,0.119895191271,12511.890683,lecun_uniform
1159,0.001,relu,1,True,15,1176.89431286,2,80,1159,1e-06,0.001,True,adam,zscore,13,0.186331654584,15078.8456587,196,0.096141935945,9942.99304342,True,True,0.11869983015,12512.2397947,lecun_uniform
1226,0.001,relu,1,True,15,1482.93168116,2,80,1226,1e-06,0.001,True,adam,zscore,13,0.184710166145,14958.3497274,263,0.0959649587363,10218.1624407,True,True,0.118983755251,12516.970582,lecun_uniform
1245,0.001,relu,1,True,15,1713.66752791,2,80,1245,1e-06,0.001,True,adam,zscore,13,0.183066192316,14887.5566998,282,0.0956019190454,10151.1684106,True,True,0.117934171852,12517.5362285,lecun_uniform
1216,0.001,relu,1,True,15,2351.36197209,2,80,1216,1e-06,0.001,True,adam,zscore,13,0.182650790437,15047.823775,253,0.0944239770942,9967.03377822,True,True,0.116399418567,12520.9390349,lecun_uniform
169,0.001,relu,1,True,15,2466.515836,2,172,169,1e-06,0.001,True,adam,zscore,13,0.183488151939,15160.8590288,168,0.0950825770012,10085.3337164,True,True,0.117754123154,12523.3921126,lecun_uniform
78,0.001,relu,1,True,15,1081.74981308,2,81,78,1e-06,0.001,True,adam,zscore,13,0.185380211347,14997.0305288,168,0.0952080669417,10109.5115863,True,True,0.117995870089,12528.5885862,lecun_uniform
1249,0.001,relu,1,True,15,1533.278759,2,80,1249,1e-06,0.001,True,adam,zscore,13,0.184705819242,14879.9955517,286,0.0980101305992,10353.5282121,True,True,0.119516935449,12529.9140833,lecun_uniform
1220,0.001,relu,1,True,15,2251.19011998,2,80,1220,1e-06,0.001,True,adam,zscore,13,0.184162691128,14942.6850455,257,0.0952582633187,10134.5376499,True,True,0.118001529532,12530.9773491,lecun_uniform
1219,0.001,relu,1,True,15,1680.21878099,2,80,1219,1e-06,0.001,True,adam,zscore,13,0.184002879084,14901.0637574,256,0.0959727829956,10227.4541125,True,True,0.11821117683,12534.8618909,lecun_uniform
1211,0.001,relu,1,True,15,1547.02376294,2,80,1211,1e-06,0.001,True,adam,zscore,13,0.185402730488,15134.9033367,248,0.095918503206,10064.2582258,True,True,0.118364386371,12535.2783044,lecun_uniform
1158,0.001,relu,1,True,15,1241.85633492,2,80,1158,1e-06,0.001,True,adam,zscore,13,0.187268029282,15081.5917106,195,0.098895656876,10148.0064486,True,True,0.119430090825,12536.8549337,lecun_uniform
1193,0.001,relu,1,True,15,1450.07781196,2,80,1193,1e-06,0.001,True,adam,zscore,13,0.186810650368,15038.52846,230,0.0958097746725,10117.7465308,True,True,0.117911225474,12536.9527844,lecun_uniform
1228,0.001,relu,1,True,15,1663.42454481,2,80,1228,1e-06,0.001,True,adam,zscore,13,0.18631739166,14817.2197421,265,0.100719097869,10602.0203463,True,True,0.120843426939,12539.6169297,lecun_uniform
81,0.001,relu,1,True,15,1586.07049203,2,84,81,1e-06,0.001,True,adam,zscore,13,0.184713833088,14988.1897857,168,0.0953899568648,10088.5860375,True,True,0.117472650749,12539.8562479,lecun_uniform
234,0.001,relu,1,True,15,2030.81393385,2,237,234,1e-06,0.001,True,adam,zscore,13,0.184784830352,15120.8930359,168,0.0941422393946,9955.13805373,True,True,0.116675808086,12540.171881,lecun_uniform
88,0.001,relu,1,True,15,1723.38256717,2,91,88,1e-06,0.001,True,adam,zscore,13,0.186629161259,15020.7136383,168,0.0970785142756,10202.7146701,True,True,0.120248200507,12548.166871,lecun_uniform
1157,0.001,relu,1,True,15,1180.49563217,2,80,1157,1e-06,0.001,True,adam,zscore,13,0.187337771661,15231.4606499,194,0.097396989289,10064.6175216,True,True,0.118819140763,12549.885068,lecun_uniform
244,0.001,relu,1,True,15,2909.89909911,2,247,244,1e-06,0.001,True,adam,zscore,13,0.187585966463,15122.9773492,168,0.0989397893932,10372.1475968,True,True,0.119629601262,12553.3667669,lecun_uniform
1185,0.001,relu,1,True,15,1402.30100918,2,80,1185,1e-06,0.001,True,adam,zscore,13,0.185368815919,15040.3363777,222,0.0991645462592,10371.9159238,True,True,0.118659798994,12554.1317874,lecun_uniform
1172,0.001,relu,1,True,15,1266.16312194,2,80,1172,1e-06,0.001,True,adam,zscore,13,0.185398810791,15127.4804076,209,0.0939897152494,9802.40851286,True,True,0.117209357038,12558.5928976,lecun_uniform
1107,0.001,relu,1,True,15,1067.01683879,2,80,1107,1e-06,0.001,True,adam,zscore,13,0.186212900094,15111.9698237,144,0.0934355093713,9957.69299964,True,True,0.117626478236,12562.8994437,lecun_uniform
1213,0.001,relu,1,True,15,1552.33554792,2,80,1213,1e-06,0.001,True,adam,zscore,13,0.184170054512,15083.2346263,250,0.0950168742488,10042.532177,True,True,0.117140684328,12565.0164432,lecun_uniform
1161,0.001,relu,1,True,15,1307.3750999,2,80,1161,1e-06,0.001,True,adam,zscore,13,0.185439517447,15031.5532364,198,0.0949423114446,9835.78119882,True,True,0.117529370561,12565.8094192,lecun_uniform
1178,0.001,relu,1,True,15,1819.09651899,2,80,1178,1e-06,0.001,True,adam,zscore,13,0.185180211261,15128.4880872,215,0.097217980991,10146.4528206,True,True,0.118311069492,12566.4730259,lecun_uniform
1246,0.001,relu,1,True,15,2615.81350803,2,80,1246,1e-06,0.001,True,adam,zscore,13,0.182007392601,14959.0147424,283,0.0932139094551,9893.22003849,True,True,0.117245953788,12567.7504476,lecun_uniform
1231,0.001,relu,1,True,15,1392.15003204,2,80,1231,1e-06,0.001,True,adam,zscore,13,0.185077089197,15049.9324471,268,0.09529698149,10118.9133481,True,True,0.118659242688,12570.9733018,lecun_uniform
1120,0.001,relu,1,True,15,1107.62290311,2,80,1120,1e-06,0.001,True,adam,zscore,13,0.18543221664,15020.5793282,157,0.0957914207489,10253.2236067,True,True,0.119908448157,12574.5342497,lecun_uniform
1240,0.001,relu,1,True,15,2267.41774893,2,80,1240,1e-06,0.001,True,adam,zscore,13,0.184095029529,14964.693685,277,0.0932604603566,9900.39335612,True,True,0.117115377639,12574.9591561,lecun_uniform
212,0.001,relu,1,True,15,1778.25317788,2,215,212,1e-06,0.001,True,adam,zscore,13,0.186659498494,15147.0752241,168,0.0993278815336,10429.3640379,True,True,0.120596336738,12575.4442691,lecun_uniform
1198,0.001,relu,1,True,15,1468.32351708,2,80,1198,1e-06,0.001,True,adam,zscore,13,0.185338245985,15227.0006804,235,0.0935514692101,9771.31809721,True,True,0.117061415767,12578.5436702,lecun_uniform
1229,0.001,relu,1,True,15,1598.61307192,2,80,1229,1e-06,0.001,True,adam,zscore,13,0.18321286166,14934.9753347,266,0.0946663439231,10053.2719943,True,True,0.117451790825,12578.7154301,lecun_uniform
1190,0.001,relu,1,True,15,1367.27922702,2,80,1190,1e-06,0.001,True,adam,zscore,13,0.185782458373,15191.9922616,227,0.0978805827082,10302.0167548,True,True,0.118664628046,12578.764151,lecun_uniform
107,0.001,relu,1,True,15,1775.65475702,2,110,107,1e-06,0.001,True,adam,zscore,13,0.185981802946,15059.1534939,168,0.0979845501441,10474.0913543,True,True,0.118787753912,12579.7780054,lecun_uniform
1224,0.001,relu,1,True,15,2268.50019217,2,80,1224,1e-06,0.001,True,adam,zscore,13,0.184511703478,14875.7273662,261,0.0963877781395,10243.4892821,True,True,0.118757399933,12581.2842844,lecun_uniform
308,0.001,relu,1,True,15,2767.32875085,2,311,308,1e-06,0.001,True,adam,zscore,13,0.184756521392,15004.1185288,168,0.100728354046,10742.9621141,True,True,0.120145638265,12582.0920904,lecun_uniform
91,0.001,relu,1,True,15,1322.58954597,2,94,91,1e-06,0.001,True,adam,zscore,13,0.183766606295,15272.0782674,168,0.0912104353552,9755.86895063,True,True,0.115857873394,12584.0606946,lecun_uniform
1233,0.001,relu,1,True,15,1532.41599298,2,80,1233,1e-06,0.001,True,adam,zscore,13,0.184722289913,14962.1440073,270,0.09638476054,10259.7761405,True,True,0.118870493786,12591.8985515,lecun_uniform
1168,0.001,relu,1,True,15,1541.29314685,2,80,1168,1e-06,0.001,True,adam,zscore,13,0.186010717566,15220.476174,205,0.0954669609711,9896.78420785,True,True,0.118705446402,12595.5307069,lecun_uniform
83,0.001,relu,1,True,15,1679.41174293,2,86,83,1e-06,0.001,True,adam,zscore,13,0.184692017202,15107.7680382,168,0.0915758572018,9722.66943851,True,True,0.116990899905,12601.2632766,lecun_uniform
1104,0.001,relu,1,True,15,834.28014493,2,80,1104,1e-06,0.001,True,adam,zscore,13,0.186072279379,15041.9421686,141,0.0968405867199,10364.4514646,True,True,0.119581124511,12604.6996355,lecun_uniform
1207,0.001,relu,1,True,15,2250.9485271,2,80,1207,1e-06,0.001,True,adam,zscore,13,0.18653424614,15022.5887405,244,0.099988973697,10479.0168074,True,True,0.120103847876,12607.49706,lecun_uniform
182,0.001,relu,1,True,15,1856.03871393,2,185,182,1e-06,0.001,True,adam,zscore,13,0.183241365484,15192.2095218,168,0.0964273110927,10340.1946816,True,True,0.116302210859,12609.8208826,lecun_uniform
105,0.001,relu,1,True,15,1084.18479419,2,108,105,1e-06,0.001,True,adam,zscore,13,0.184920939285,15211.7567305,168,0.094020918562,9874.88873683,True,True,0.117826802016,12610.2479651,lecun_uniform
52,0.001,relu,1,True,15,1289.22020507,2,55,52,1e-06,0.001,True,adam,zscore,13,0.185036639972,15289.4147671,168,0.0926943010081,9796.071403,True,True,0.116773788109,12617.3028904,lecun_uniform
1225,0.001,relu,1,True,15,1511.06585908,2,80,1225,1e-06,0.001,True,adam,zscore,13,0.184544437133,15034.042269,262,0.0976097869571,10496.517641,True,True,0.118856240543,12620.3797211,lecun_uniform
1214,0.001,relu,1,True,15,1925.74352098,2,80,1214,1e-06,0.001,True,adam,zscore,13,0.184746014988,15130.1852319,251,0.096336791952,10242.6703805,True,True,0.118111026947,12620.8073399,lecun_uniform
1119,0.001,relu,1,True,15,981.358494043,2,80,1119,1e-06,0.001,True,adam,zscore,13,0.186583919074,15131.6611808,156,0.0939836227148,9998.8594824,True,True,0.118669958553,12623.5331478,lecun_uniform
1164,0.001,relu,1,True,15,1190.13842797,2,80,1164,1e-06,0.001,True,adam,zscore,13,0.186586422395,15281.7709767,201,0.0940093958424,9828.37717744,True,True,0.117172611035,12623.9084074,lecun_uniform
137,0.001,relu,1,True,15,2050.52963781,2,140,137,1e-06,0.001,True,adam,zscore,13,0.186602845073,15417.7138236,168,0.0970118853722,10496.0275835,True,True,0.118984900183,12624.2664522,lecun_uniform
971,0.001,relu,1,True,15,285.942764997,2,80,971,1e-06,0.001,True,adam,zscore,13,0.184136305871,15203.7906093,8,0.0919080559431,9706.5866378,True,True,0.116237233554,12625.6076804,lecun_uniform
1234,0.001,relu,1,True,15,1581.65978789,2,80,1234,1e-06,0.001,True,adam,zscore,13,0.183260930836,15009.3494446,271,0.0945371823448,10063.5708512,True,True,0.118347656904,12627.3541024,lecun_uniform
136,0.001,relu,1,True,15,1367.9465909,2,139,136,1e-06,0.001,True,adam,zscore,13,0.184098333966,15172.6491628,168,0.0955744287928,10203.8949715,True,True,0.117478886116,12628.7656957,lecun_uniform
1212,0.001,relu,1,True,15,1425.72778702,2,80,1212,1e-06,0.001,True,adam,zscore,13,0.185077820126,15178.8827251,249,0.095202682634,10120.7760455,True,True,0.117584964156,12629.7329419,lecun_uniform
1722,0.001,relu,1,True,24,1642.36698103,2,80,1722,1e-06,0.001,True,adam,zscore,13,0.183387543412,15269.8674241,168,0.0890134906357,9481.83843859,True,True,0.114870936042,12631.9925359,lecun_uniform
100,0.001,relu,1,True,15,1035.34471798,2,103,100,1e-06,0.001,True,adam,zscore,13,0.184874967107,15095.577486,168,0.0961658143753,10235.7221856,True,True,0.118797785586,12632.0586747,lecun_uniform
1177,0.001,relu,1,True,15,1410.97089505,2,80,1177,1e-06,0.001,True,adam,zscore,13,0.184695253861,15124.8715889,214,0.0954999631256,9865.21040909,True,True,0.117178899122,12632.131,lecun_uniform
165,0.001,relu,1,True,15,2363.38804007,2,168,165,1e-06,0.001,True,adam,zscore,13,0.184528946155,15215.4726224,168,0.0971828223187,10533.1881774,True,True,0.118015972064,12633.1426678,lecun_uniform
189,0.001,relu,1,True,15,1868.50391912,2,192,189,1e-06,0.001,True,adam,zscore,13,0.184556995124,15096.6507458,168,0.0961517502083,10195.8040397,True,True,0.118579820029,12634.6014914,lecun_uniform
1192,0.001,relu,1,True,15,1834.76430297,2,80,1192,1e-06,0.001,True,adam,zscore,13,0.183932833094,15060.2467929,229,0.0960124323744,10164.4006259,True,True,0.118214659166,12640.2466525,lecun_uniform
1093,0.001,relu,1,True,15,935.817672014,2,80,1093,1e-06,0.001,True,adam,zscore,13,0.187049873244,15050.2290409,130,0.0954274350643,10121.5584398,True,True,0.119543956042,12640.402386,lecun_uniform
141,0.001,relu,1,True,15,2200.36191106,2,144,141,1e-06,0.001,True,adam,zscore,13,0.185456056719,15193.5179392,168,0.0961962331616,10058.9135446,True,True,0.11897911695,12642.6636807,lecun_uniform
183,0.001,relu,1,True,15,1806.87644601,2,186,183,1e-06,0.001,True,adam,zscore,13,0.186316447038,15058.5041652,168,0.100808847423,10689.5424334,True,True,0.120310232124,12644.0978282,lecun_uniform
84,0.001,relu,1,True,15,1315.42819405,2,87,84,1e-06,0.001,True,adam,zscore,13,0.185526301976,15200.572423,168,0.092607197691,9714.87689649,True,True,0.117103796815,12645.9345684,lecun_uniform
131,0.001,relu,1,True,15,1939.92154598,2,134,131,1e-06,0.001,True,adam,zscore,13,0.184239085089,15263.3500354,168,0.0946519800704,10089.1992306,True,True,0.117544774878,12648.6961679,lecun_uniform
1118,0.001,relu,1,True,15,1040.60444999,2,80,1118,1e-06,0.001,True,adam,zscore,13,0.186447636261,15216.6411677,155,0.093978271727,9978.70532511,True,True,0.117985741752,12656.4521257,lecun_uniform
129,0.001,relu,1,True,15,1497.39559102,2,132,129,1e-06,0.001,True,adam,zscore,13,0.183515632842,15160.6575539,168,0.094013907345,10019.2067551,True,True,0.117451438055,12657.3671923,lecun_uniform
1149,0.001,relu,1,True,15,1382.77370191,2,80,1149,1e-06,0.001,True,adam,zscore,13,0.184831743987,15203.3125273,186,0.0941478527221,9929.27353848,True,True,0.118066836681,12659.1248987,lecun_uniform
1112,0.001,relu,1,True,15,1055.70702291,2,80,1112,1e-06,0.001,True,adam,zscore,13,0.186721263181,15049.3092,149,0.095813300308,10155.5498742,True,True,0.119531640695,12661.5444454,lecun_uniform
1719,0.001,relu,1,True,21,1587.93254018,2,80,1719,1e-06,0.001,True,adam,zscore,13,0.184048310921,15287.8776696,168,0.0894795547701,9556.48219515,True,True,0.115042646839,12664.5004324,lecun_uniform
1218,0.001,relu,1,True,15,1490.7692709,2,80,1218,1e-06,0.001,True,adam,zscore,13,0.186774921306,15100.4712937,255,0.0995279008989,10423.7597638,True,True,0.120201143022,12665.0625806,lecun_uniform
120,0.001,relu,1,True,15,1294.88278985,2,123,120,1e-06,0.001,True,adam,zscore,13,0.185975947149,15214.1130122,168,0.0948890787365,10128.9741045,True,True,0.118506977663,12666.3509645,lecun_uniform
1222,0.001,relu,1,True,15,1583.00985098,2,80,1222,1e-06,0.001,True,adam,zscore,13,0.183855247627,15009.4949331,259,0.0963489638608,10324.6128348,True,True,0.117802302022,12670.8262676,lecun_uniform
163,0.001,relu,1,True,15,1932.356354,2,166,163,1e-06,0.001,True,adam,zscore,13,0.184536615096,15040.1219343,168,0.0955904428797,10225.007883,True,True,0.119338986347,12684.6266267,lecun_uniform
1146,0.001,relu,1,True,15,1374.45429206,2,80,1146,1e-06,0.001,True,adam,zscore,13,0.185411704238,15257.5480465,183,0.0921329580688,9779.78000846,True,True,0.116905097941,12689.5121857,lecun_uniform
1165,0.001,relu,1,True,15,1698.84043407,2,80,1165,1e-06,0.001,True,adam,zscore,13,0.185264433827,15171.720674,202,0.0953492411991,9954.95656985,True,True,0.117312265582,12691.5603218,lecun_uniform
1202,0.001,relu,1,True,15,1441.97280312,2,80,1202,1e-06,0.001,True,adam,zscore,13,0.185855786293,15309.9223557,239,0.0953542318536,10015.0642159,True,True,0.117729972382,12695.9775742,lecun_uniform
1206,0.001,relu,1,True,15,1436.10676789,2,80,1206,1e-06,0.001,True,adam,zscore,13,0.184565878043,15103.734216,243,0.0955577800443,10123.8613295,True,True,0.118240366242,12697.3220687,lecun_uniform
345,0.001,relu,1,True,15,6024.69163799,2,348,345,1e-06,0.001,True,adam,zscore,13,0.185847471892,15161.499507,168,0.0974694197896,10457.9078325,True,True,0.119459770022,12698.1043765,lecun_uniform
1141,0.001,relu,1,True,15,1148.63632417,2,80,1141,1e-06,0.001,True,adam,zscore,13,0.18529429468,15242.0204807,178,0.0937434160557,9938.86928281,True,True,0.117649888227,12702.8855781,lecun_uniform
170,0.001,relu,1,True,15,2134.07062602,2,173,170,1e-06,0.001,True,adam,zscore,13,0.185047127431,15294.2720593,168,0.0942192372488,10068.727978,True,True,0.118394849294,12704.5226277,lecun_uniform
1176,0.001,relu,1,True,15,1254.13110399,2,80,1176,1e-06,0.001,True,adam,zscore,13,0.185680834624,15151.1653794,213,0.0960167875085,9959.34168109,True,True,0.117747888351,12704.5479812,lecun_uniform
1721,0.001,relu,1,True,23,1701.63636398,2,80,1721,1e-06,0.001,True,adam,zscore,13,0.183453741554,15285.4848666,168,0.0880407556922,9354.99989037,True,True,0.114876280123,12711.8411649,lecun_uniform
1208,0.001,relu,1,True,15,1619.49867892,2,80,1208,1e-06,0.001,True,adam,zscore,13,0.182679467491,15135.1686949,245,0.0955852879551,10123.6135582,True,True,0.117781102733,12715.0954702,lecun_uniform
192,0.001,relu,1,True,15,2424.69643712,2,195,192,1e-06,0.001,True,adam,zscore,13,0.185651087501,15296.2791864,168,0.0943877526568,10113.5398814,True,True,0.118629479804,12716.4905428,lecun_uniform
1720,0.001,relu,1,True,22,1547.37172484,2,80,1720,1e-06,0.001,True,adam,zscore,13,0.184303988726,15285.3774707,168,0.0886321545082,9392.00614963,True,True,0.115272670259,12718.0043574,lecun_uniform
1163,0.001,relu,1,True,15,1902.42399788,2,80,1163,1e-06,0.001,True,adam,zscore,13,0.188392134076,15249.2932017,200,0.0995923897349,10279.7765611,True,True,0.119408866048,12718.0202802,lecun_uniform
1236,0.001,relu,1,True,15,2098.73192215,2,80,1236,1e-06,0.001,True,adam,zscore,13,0.185317148524,15048.8124362,273,0.096220117118,10301.4940729,True,True,0.118575837374,12720.0285224,lecun_uniform
155,0.001,relu,1,True,15,1896.85917807,2,158,155,1e-06,0.001,True,adam,zscore,13,0.18625388889,15130.49631,168,0.0947498856834,9974.658392,True,True,0.118616950762,12721.3836128,lecun_uniform
1217,0.001,relu,1,True,15,1612.0439539,2,80,1217,1e-06,0.001,True,adam,zscore,13,0.18413394821,15005.6160605,254,0.0958670859049,10175.2117813,True,True,0.118607645087,12722.0948478,lecun_uniform
1201,0.001,relu,1,True,15,1431.80533504,2,80,1201,1e-06,0.001,True,adam,zscore,13,0.187277341916,15229.7615321,238,0.0978397048179,10250.0365801,True,True,0.119386236772,12722.2954751,lecun_uniform
1160,0.001,relu,1,True,15,1749.00281501,2,80,1160,1e-06,0.001,True,adam,zscore,13,0.18719078273,15341.8076042,197,0.0971260576914,10056.8951973,True,True,0.117995269892,12722.7934656,lecun_uniform
226,0.001,relu,1,True,15,2730.63912082,2,229,226,1e-06,0.001,True,adam,zscore,13,0.18407832712,15230.0582038,168,0.0950190669429,10078.6251609,True,True,0.118450802544,12724.8413092,lecun_uniform
1121,0.001,relu,1,True,15,1402.42434311,2,80,1121,1e-06,0.001,True,adam,zscore,13,0.186885856276,15207.5993587,158,0.0928336607893,9847.77260964,True,True,0.118466443681,12727.9485857,lecun_uniform
1242,0.001,relu,1,True,15,1611.75469303,2,80,1242,1e-06,0.001,True,adam,zscore,13,0.184264289013,15109.3879948,279,0.0951329801333,10090.932963,True,True,0.118646886382,12728.8742899,lecun_uniform
